abdominales aβðominales
tabasco taβasko
gauchos ɡawʧos
chayote ʧaʝote
banda banda
panorama panoɾama
yoga ʝoɣa
tequila tekila
alta al̪ta
bulo bulo
buco buko
bulbo bulβo
cosmos kozmos
grande ɡɾande
folk folk
basto basto
periodo peɾjoðo
bufo bufo
bando bando
bando bando
bando bando
sprint espɾint
arteriosclerosis aɾteɾjoskleɾosis
avara aβaɾa
tv teβe
boli boli
tangerino taŋxeɾino
gerundio xeɾundjo
gentil xentil
bordo boɾðo
post post
plebe pleβe
plebe pleβe
karma kaɾma
detritus detɾitus
puma puma
bruto bɾuto
troupe tɾup
gin ʝin
patchwork paʧwoɾk
federal feðeɾal
comal komal
cloaca kloaka
mondo mondo
standing estandin
invite imbite
furor fuɾoɾ
fagot faɣot
rating rejtin
podcast poðkast
mortis ˌriɣoɾ moɾtis
naso naso
ángeles aŋxeles
impeachment impiʧment
hawaiano xawajano
hawaiano xawajano
italiana italjana
problema pɾoβlema
impresa impɾesa
sales sales
polio poljo
fiesta fjesta
sur suɾ
neurosis newɾosis
armadillo aɾmaðiʝo
pastel pastel
rai raj
fonema fonema
pita pita
pita pita
arsenal aɾsenal
titi titi
piedad pjeðað
pongo poŋɡo
habitante aβitante
árabe aɾaβe
árabe aɾaβe
avaro aβaɾo
cartel kaɾtel
cartel kaɾtel
cascabel kaskaβel
cascabel kaskaβel
flora floɾa
caldo kal̪do
nasa nasa
fondo fondo
walkman waɣman
giro xiɾo
campus kampus
DJ ˌde xota
octavo oɣtaβo
territorio teritoɾjo
judas xuðas
coy koj
haber aβeɾ
fashionista faʃjonista
casino kasino
spoiler spojleɾ
chino ʧino
chino ʧino
chino ʧino
chino ʧino
chino ʧino
chino ʧino
habitué aβitwe
mamífero mamifeɾo
forma foɾma
roedor roeðoɾ
pena pena
cactus kaɣtus
mina mina
mina mina
interlocutor inteɾlokutoɾ
cosa kosa
precursor pɾekuɾsoɾ
cartoon kaɾtun
boga boɣa
boga boɣa
boga boɣa
boga boɣa
flauta flawta
ocular okulaɾ
yaro ʝaɾo
matemática matematika
porte poɾte
sereno seɾeno
sereno seɾeno
gabacho ɡaβaʧo
inglés iŋɡles
inglés iŋɡles
importe impoɾte
angula aŋɡula
dorso doɾso
walkie-talkie ˌwoki toki
voyeur bwaʝeɾ
absenta aβsenta
pose pose
ludo luðo
pomo pomo
plano plano
impasse impas
argento aɾxento
sheriff ʃeɾif
minuto minuto
ronda ronda
noto noto
noto noto
parto paɾto
parto paɾto
dinosaurio dinosawɾjo
multa mul̪ta
tache taʧe
copia kopja
europeo ewɾopeo
estudiante estuðjante
lifestyle lajfestajl
gluten ɡluten
mainframe meiɱfɾeim
roto roto
elle eʝe
freestyle fɾistajl
cheesecake ʧiskejk
agar aɣaɾ
taekwondo tajkwondo
polvo polβo
gol ɡol
birra bira
neta neta
mononucleosis mononukleosis
buena bwena
albumen alβumen
oro oɾo
gore ɡoɾe
naco nako
respiro respiɾo
ovo oβo
vaso baso
congeries koŋxeɾjes
macro makɾo
cantina kantina
arda aɾða
tremor tɾemoɾ
marea maɾea
bravura bɾaβuɾa
memorial memoɾjal
debut deβu
ro ro
vulva bulβa
anca aŋka
rictus riɣtus
anemia anemja
napalm napalm
sticker estikeɾ
baño ˌkwaɾto ðe βaɲo
cuenta kwenta
salón salon
niebla njeβla
compost kompost
noche noʧe
derecha deɾeʧa
disparate dispaɾate
dormitorio doɾmitoɾjo
bowling bowlin
viejo bjexo
audio awðjo
tiara tjaɾa
periquito peɾikito
joven xoβen
malo malo
parking paɾkin
poste poste
vendetta bendeta
tofu tofu
presidents pɾesiðents
camilla kamiʝa
lesbiana lezβjana
paragoge paɾaɣoxe
altiplano al̪tiplano
pecadillo pekaðiʝo
candado kandaðo
delito delito
cohete koete
bocadillo bokaðiʝo
tackle takle
guapo ɡwapo
maratón maɾaton
tablet taβlet
lota lota
karate kaɾate
insular insulaɾ
lógica loxika
elogio eloxjo
peche peʧe
clon klon
clon klon
cubrecama kuβɾekama
potasio potasjo
lodo loðo
logística loxistika
clavado klaβaðo
ayer aʝeɾ
desayuno desaʝuno
mierda mjeɾða
playback plejβak
tranquillo tɾaŋkiʝo
gaviota ɡaβjota
yedra ʝeðɾa
yogui ʝoɣi
yerno ʝeɾno
lógico loxiko
yesca ʝeska
yute ʝute
yelmo ʝelmo
yogur ʝoɣuɾ
yunque ʝuŋke
yodo ʝoðo
gradual ɡɾaðwal
hambre ambɾe
milpa milpa
wapití wapiti
pájaro paxaɾo
coche koʧe
paño paɲo
utopía utopia
xilófono silofono
yoduro ʝoðuɾo
wafle wafle
puño puɲo
usurero usuɾeɾo
yunta ʝunta
utensilio utensiljo
yola ʝola
xenón senon
pecado pekaðo
yerro ʝero
útero uteɾo
yugoslavo ʝuɣoslaβo
utilidad utiliðað
usuario uswaɾjo
yeso ʝeso
yugo ʝuɣo
yucateco ʝukateko
suerte sweɾte
urbanidad uɾβaniðað
yegua ʝeɣwa
mañana maɲana
mañana maɲana
uapití wapiti
yermo ʝeɾmo
bróculi bɾokuli
brécol bɾekol
usurpador usuɾpaðoɾ
urdimbre uɾðimbɾe
ualabí walaβi
ubicuidad uβikwiðað
vaquero bakeɾo
campana kampana
uranio uɾanjo
angina aŋxina
muerte mweɾte
urogallo uɾoɣaʝo
urraca uraka
ubre uβɾe
yarda ʝaɾða
utilitario utilitaɾjo
urbe uɾβe
yate ʝate
ultimátum ul̪timatum
uretra uɾetɾa
yugular ʝuɣulaɾ
xenofobia senofoβja
yuca ʝuka
unanimidad unanimiðað
yoyo ʝoʝo
riso riso
mentira mentiɾa
urticaria uɾtikaɾja
urinario uɾinaɾjo
vivir biβiɾ
yemenita ʝemenita
caja kaxa
ultramar ul̪tɾamaɾ
quarterback kwaɾteɾβak
curva kuɾβa
riesgo rjezɣo
xenófobo senofoβo
ultraje ul̪tɾaxe
universidad uniβeɾsiðað
usura usuɾa
paloma paloma
mentiroso mentiɾoso
uruguayo uɾuɣwaʝo
umbral umbɾal
rancho ranʲʧo
campo kampo
flows flows
bartender ˌbaɾtendeɾ
universo uniβeɾso
chulo ʧulo
yema ʝema
ultra ul̪tɾa
tes tes
ábaco aβako
breakdance bɾejɣðans
abadía aβaðia
abadesa aβaðesa
nitrógeno nitɾoxeno
oxígeno oɣsixeno
hidrógeno iðɾoxeno
escandio eskandjo
manganeso maŋɡaneso
berilio beɾiljo
vanadio banaðjo
helio eljo
teluro teluɾo
sodio soðjo
itrio itɾjo
selenio selenjo
paladio palaðjo
volframio bolfɾamjo
galio ɡaljo
lantano lantano
tantalio tantaljo
rutenio rutenjo
molibdeno moliβðeno
germanio xeɾmanjo
litio litjo
niobio njoβjo
séptimo seβtimo
rubidio ruβiðjo
aluminio aluminjo
hafnio avnjo
argón aɾɣon
renio renjo
prometio pɾometjo
neodimio neoðimjo
actinio aɣtinjo
magnesio maɣnesjo
radón raðon
praseodimio pɾaseoðimjo
iterbio iteɾβjo
osmio ozmjo
uña uɲa
protactinio pɾotaɣtinjo
einstenio einstenjo
iridio iɾiðjo
europio ewɾopjo
mercurio meɾkuɾjo
flúor fluoɾ
holmio olmjo
tulio tuljo
torio toɾjo
terbio teɾβjo
gadolinio ɡaðolinjo
seaborgio seaβoɾxjo
erbio eɾβjo
bohrio boɾjo
maldito mal̪dito
meitnerio mejðneɾjo
neptunio neβtunjo
bario baɾjo
plutonio plutonjo
universitario uniβeɾsitaɾjo
dubnio duβnjo
berkelio beɾkeljo
nobelio noβeljo
mendelevio mendeleβjo
fermio feɾmjo
cadmio kaðmjo
polonio polonjo
ucraniano ukɾanjano
ucraniano ukɾanjano
primero pɾimeɾo
cabales kaβales
titanio titanjo
iodo ʝoðo
hierro ʝero
arsénico aɾseniko
neón neon
cloro kloɾo
cobalto koβal̪to
urna uɾna
fósforo fosfoɾo
plomo plomo
vista bista
astato astato
carbono kaɾβono
sudoku suðoku
estaño estaɲo
limbo limbo
uso uso
verde beɾðe
identikit iðentikit
talio taljo
noveno noβeno
californio kalifoɾnjo
californio kalifoɾnjo
afer afeɾ
platino platino
bromo bɾomo
bromo bɾomo
pubis puβis
lector leɣtoɾ
lector leɣtoɾ
monokini monokini
picnic piɣnik
samario samaɾjo
samario samaɾjo
pronombre pɾonombɾe
ping-pong pimpon
superego supeɾeɣo
seller bestseleɾ
cobre koβɾe
baile bajle
resto resto
boro boɾo
corto koɾto
corto koɾto
corto koɾto
corto koɾto
cuarto kwaɾto
symbol ˌseɣs simbol
proteinuria pɾotejnuɾja
bestseller bestseleɾ
odio oðjo
cromo kɾomo
cromo kɾomo
indio indjo
indio indjo
sexto seɣsto
oso oso
prima pɾima
prima pɾima
mural muɾal
fumo fumo
bikini bikini
rosbif rozβif
industria industɾja
elles eʝes
breakfast ˌbeð ˌam bɾejɣfast
banco baŋko
patente patente
tandem tanden
mastitis mastitis
gusto ɡusto
carne ˌʧili koŋ kaɾne
abogada aβoɣaða
episodio episoðjo
medley meðlej
marshmallow maɾʃmalo
tragedia tɾaxeðja
poso poso
machismo maʧizmo
postal postal
ternero teɾneɾo
piropo piɾopo
valle baʝe
bastardo bastaɾðo
pene pene
pene pene
parte paɾte
parte paɾte
minera mineɾa
mish miʃ
piercing piɾsin
corbata koɾβata
quesadilla kesaðiʝa
vacuno bakuno
guante ɡwante
primo pɾimo
primo pɾimo
primo pɾimo
brillante bɾiʝante
polis polis
polis polis
ñapa ɲapa
ñame ɲame
hablador aβlaðoɾ
pingas piŋɡas
epistaxis epistaɣsis
traje tɾaxe
élite elite
fortuna foɾtuna
vacante bakante
presente pɾesente
matemáticas matematikas
matemáticas matematikas
lagosta laɣosta
expertise eɣspeɾtis
número numeɾo
monopolio monopoljo
remuda remuða
convertible kombeɾtiβle
ropa ropa
shorts ʃoɾðs
chili ʧili
abrir aβɾiɾ
transistor tɾansistoɾ
vaca baka
dog ˌxoð ðoɣ
genital xenital
ringtone rinton
trivia tɾiβja
andas andas
sábalo saβalo
sábana saβana
sabelotodo saβelotoðo
factoría faɣtoɾia
sabotaje saβotaxe
saboteador saβoteaðoɾ
caballa kaβaʝa
sacacorchos sakakoɾʧos
sabandija saβandixa
fábrica faβɾika
pair o peɾ
jabalí xaβali
jaiba xajβa
airbag ajɾβaɣ
sabiduría saβiðuɾia
jabón xaβon
arte aɾte
jamelgo xamelɣo
jaqueca xakeka
jardinería xaɾðineɾia
jarrón xaron
jején xexen
jauría xawɾia
jacal xakal
sabana saβana
jícama xikama
jilguero xilɣeɾo
jadeo xaðeo
jarana xaɾana
jitomate xitomate
jolgorio xolɣoɾjo
jofaina xofajna
jardinero xaɾðineɾo
jalbegue xalβeɣe
jarabe xaɾaβe
jefatura xefatuɾa
jornalero xoɾnaleɾo
jamón xamon
jeque xeke
jovialidad xoβjaliðað
jerarquía xeɾaɾkia
jonrón xonron
jinete xinete
jícara xikaɾa
jabalina xaβalina
jabalina xaβalina
jirón xiɾon
jugosidad xuɣosiðað
jengibre xeŋxiβɾe
juguetería xuɣeteɾia
jaspe xaspe
juguete xuɣete
jardín xaɾðin
jalón xalon
jalón xalon
jubileo xuβileo
juanete xwanete
jeringa xeɾiŋɡa
alfa alfa
jarrete xarete
jalea xalea
junquillo xuŋkiʝo
jugarreta xuɣareta
condena kondena
juerga xweɾɣa
juglar xuɣlaɾ
jibia xiβja
judaísmo xuðaizmo
jerbo xeɾβo
blockbuster bloɣβasteɾ
jungla xuŋɡla
septiembre seβtjembɾe
jarro xaro
jerga xeɾɣa
jerga xeɾɣa
júbilo xuβilo
jeroglífico xeɾoɣlifiko
noviembre noβjembɾe
joroba xoɾoβa
febrero feβɾeɾo
octubre oɣtuβɾe
joya xoʝa
elemento elemento
jesuita xeswita
jugador xuɣaðoɾ
fusible fusiβle
jaula xawla
junio xunjo
jaleo xaleo
jirafa xiɾafa
joyero xoʝeɾo
joyero xoʝeɾo
jefe xefe
jaca xaka
juego xweɣo
juventud xuβentuð
justificante xustifikante
cadena kaðena
judía xuðia
judía xuðia
jorobado xoɾoβaðo
judío xuðio
jornal xoɾnal
juntura xuntuɾa
jíbaro xiβaɾo
jíbaro xiβaɾo
jaque xake
jarra xara
ñoñería ɲoɲeɾia
sabor saβoɾ
quebrantamiento keβɾantamjento
cringe kɾinʲʧ
jamba xamba
jamaicano xamajkano
quejido kexiðo
sabio saβjo
quesería keseɾia
queroseno keɾoseno
quemadura kemaðuɾa
muñeco muɲeko
jugada xuɣaða
quebranto keβɾanto
quietud kjetuð
década dekaða
querubín keɾuβin
quijada kixaða
jeta xeta
jeta xeta
gallina ɡaʝina
ñoño ɲoɲo
quiebra kjeβɾa
jornada xoɾnaða
quinqué kiŋke
quirófano kiɾofano
cripto kɾiβto
quitasol kitasol
quimioterapia kimjoteɾapja
quingombó kiŋɡombo
oeste oeste
quema kema
quemador kemaðoɾ
quebracho keβɾaʧo
quórum kwoɾum
quitanieves kitanjeβes
julio xuljo
julio xuljo
queja kexa
quiniela kinjela
quinteto kinteto
jubilado xuβilaðo
verdadero beɾðaðeɾo
quiste kiste
siglo siɣlo
divertimento diβeɾtimento
divertimento diβeɾtimento
justa xusta
quiosco kjosko
quincuagésimo kiŋkwaxesimo
ñoquis ɲokis
quisquilloso kiskiʝoso
quena kena
wolframio bolfɾamjo
esposas esposas
tungsteno tunsteno
quiteño kiteɲo
equino ekino
equino ekino
querella keɾeʝa
verdad beɾðað
papel papel
esposo esposo
norte noɾte
quimera kimeɾa
jugo xuɣo
testes testes
marido maɾiðo
esposa esposa
quilate kilate
sable saβle
sable saβle
quebrado keβɾaðo
pago paɣo
pago paɣo
ñu ɲu
boba boβa
boba boβa
querido keɾiðo
quebrada keβɾaða
solar solaɾ
clandestino klandestino
orbicular oɾβikulaɾ
megabyte meɣaβajt
mani mani
químico kimiko
quintal kintal
afro afɾo
vida biða
pedal peðal
palo palo
meta meta
meta meta
vago baɣo
vago baɣo
multimedia mul̪timeðja
vaga baɣa
química kimika
química kimika
ardor aɾðoɾ
quinta kinta
ama ama
riel rjel
prieta pɾjeta
gadget ɡaʝet
focaccia fokaʧa
groove ɡɾuβ
jota xota
jota xota
jota xota
bases bases
amate amate
cas kas
ñor ɲoɾ
nevera neβeɾa
dolina dolina
tomo tomo
botella boteʝa
cultura kul̪tuɾa
boca boka
moreno moɾeno
vitiligo bitiliɣo
fandom fandom
catafalco katafalko
dirigible diɾixiβle
madrigal maðɾiɣal
fianchetto fjanʲʧeto
autoridad awtoɾiðað
tutorial tutoɾjal
morena moɾena
morena moɾena
cariño kaɾiɲo
convoy komboj
carretera kareteɾa
frontera fɾonteɾa
bula bula
sidecar sajðkaɾ
ilegal ileɣal
bienvenida bjembeniða
maña maɲa
maña maɲa
shopping ʃopin
carajo kaɾaxo
viento bjento
ranking raŋkin
peruano peɾwano
nitro nitɾo
penitente penitente
chips ʧiβs
boda boða
regalo reɣalo
dolor doloɾ
ruta ruta
litro litɾo
dux duɣs
reggae reɣe
espresso espɾeso
traductor tɾaðuɣtoɾ
traductor tɾaðuɣtoɾ
dato dato
elector eleɣtoɾ
castor kastoɾ
pelvis pelβis
duro duɾo
protector pɾoteɣtoɾ
protector pɾoteɣtoɾ
caló kalo
roda roða
tanga taŋɡa
mari maɾi
soda soða
Genesis ʝenesis
ka ka
jamaica xamajka
andorra andora
ecuador ekwaðoɾ
aves aβes
protista pɾotista
oporto opoɾto
estonia estonja
baptismo baβtizmo
bache baʧe
brasil bɾasil
salvador salβaðoɾ
Reich rajx
milano milano
bosnia boznja
indonesia indonesja
siria siɾja
india indja
boutique butik
diana djana
quenya kenja
lluvia ʝuβja
chile ʧile
polen polen
serbia seɾβja
vaya baʝa
ingle iŋɡle
guinea ɡinea
guinea ɡinea
farsi faɾsi
navicular naβikulaɾ
pebetero peβeteɾo
clara klaɾa
papiamento papjamento
plato plato
eritrea eɾitɾea
llegue ʝeɣe
victoria biɣtoɾja
mata mata
trinidad tɾiniðað
locker lokeɾ
ópalo opalo
auge awxe
argentina aɾxentina
peninsular peninsulaɾ
tamil tamil
tamil tamil
frappuccino fɾapuʧino
navajo naβaxo
tonga toŋɡa
tonga toŋɡa
tonga toŋɡa
cancro kaŋkɾo
viernes bjeɾnes
inglesa iŋɡlesa
lingüística liŋɡwistika
hojarasca oxaɾaska
afar afaɾ
cu ku
miércoles mjeɾkoles
rinde rinde
toscana toskana
braille bɾajle
borracho boraʧo
paki paki
paki paki
latina latina
vibrato biβɾato
quechua keʧwa
quechua keʧwa
prole pɾole
prenda pɾenda
impresión impɾesjon
cambio kambjo
reunión rewnjon
plutón pluton
gleba ɡleβa
orden oɾðen
orden oɾðen
china ʧina
china ʧina
china ʧina
china ʧina
hilo ilo
dermatitis deɾmatitis
cutis kutis
cupcake kaβkejk
swahili swaxili
jura xuɾa
apellido apeʝiðo
fuego fweɣo
lacrimal lakɾimal
divisor diβisoɾ
urdu uɾðu
calor kaloɾ
inuit inujt
inuit inujt
bebida beβiða
hepatitis epatitis
mojo moxo
grunge ɡɾanʲʧ
internet inteɾnet
manila manila
magnolia maɣnolja
lustre lustɾe
oscuridad oskuɾiðað
pierogi pjeɾoɣi
culpable kulpaβle
islam islam
memento memento
planeta planeta
operandi ˌmoðus opeɾandi
injuria iŋxuɾja
taquería takeɾia
perra pera
proyecto pɾoʝeɣto
taquito takito
urea uɾea
aeropuerto aeɾopweɾto
estudio estuðjo
preso pɾeso
nevada neβaða
minuta minuta
fuerte fweɾte
momento momento
rota rota
eres eɾes
dengue deŋɡe
dengue deŋɡe
ría ria
kevlar keβlaɾ
hindi indi
nene nene
Halloween xalowin
hielo ʝelo
tartar taɾtaɾ
rayo raʝo
binocular binokulaɾ
guaraní ɡwaɾani
guaraní ɡwaɾani
guaraní ɡwaɾani
impro impɾo
rojas roxas
indiana indjana
indiana indjana
xhosa sosa
busca buska
busca buska
raya raʝa
raya raʝa
rojos roxos
meco meko
intifada intifaða
taco tako
gafas ɡafas
gafas ɡafas
americana ameɾikana
roja roxa
doodle duðol
poco poko
víctima biɣtima
héroe eɾoe
hangul xaŋɡul
autostop awtoestop
continuo kontinwo
cochino koʧino
forro foro
detective deteɣtiβe
americano ameɾikano
emir emiɾ
descafeinado deskafejnaðo
marchas maɾʧas
raja raxa
sueño sweɲo
sueño sweɲo
marcha maɾʧa
monte monte
empuñadura empuɲaðuɾa
gingivitis xiŋxiβitis
colitis kolitis
retinitis retinitis
reo reo
reo reo
reo reo
facto faɣto
facto faɣto
caca kaka
amas amas
medio meðjo
antineutrino antinewtɾino
haya aʝa
sura suɾa
stripper estɾipeɾ
amante amante
Disney diznej
smoking ezmokin
guerrilla ɡeriʝa
unto unto
memo memo
memo memo
contra kontɾa
contra kontɾa
tangerina taŋxeɾina
peritonitis peɾitonitis
microchip mikɾoʧip
mandarina mandaɾina
perestroika peɾestɾojka
checkout ʧekawt
malware malweɾ
shop ˌseɣs ʃop
sudor suðoɾ
tarot taɾot
cheerleader ʧiɾliðeɾ
valva balβa
pitcher piʧeɾ
sinusitis sinusitis
mitosis mitosis
bitumen bitumen
alcaide alkajðe
boom beβiβum
peli peli
pella peʝa
anoxia anoɣsja
techno teɣno
filipino filipino
filipino filipino
anejo anexo
infielder iɱfil̪deɾ
homeostasis omeostasis
app ap
outfielder awðfil̪deɾ
poni poni
talas talas
futbol fuðβol
arpa aɾpa
heliotropo eljotɾopo
bajo baxo
gravamen ɡɾaβamen
slider eslajðeɾ
sota sota
spinning espinin
footing futin
EVA eβa
gras ˌfwa ɣɾa
sneaker eznikeɾ
pino pino
neuralgia newɾalxja
luchador luʧaðoɾ
lepra lepɾa
parta paɾta
peto peto
detector deteɣtoɾ
striptease estɾiβtis
embarcadero embaɾkaðeɾo
bodega boðeɣa
bourbon bowɾβon
ataxia ataɣsja
enclave eŋklaβe
insignia insiɣnja
verga beɾɣa
bote bote
bote bote
marihuana maɾiwana
marihuana maɾiwana
palomino palomino
fervor feɾβoɾ
ballet bale
restorán restoɾan
kindergarten kindeɾɣaɾten
calma kalma
béisbol bejzβol
muelle mweʝe
muelle mweʝe
muelle mweʝe
restaurante restawɾante
padres paðɾes
outsider awtsajðeɾ
anilingus aniliŋɡus
chófer ʧofeɾ
bulla buʝa
pudín puðin
sari saɾi
pudin puðin
abrelatas aβɾelatas
carota kaɾota
carota kaɾota
abrebotellas aβɾeβoteʝas
cuchara kuʧaɾa
chela ʧela
chela ʧela
pertussis peɾtusis
rincón riŋkon
polilla poliʝa
anadiplosis anaðiplosis
sueno sweno
shortstop ʃoɾtestop
dólar dolaɾ
daiquiri dajkiɾi
chofer ʧofeɾ
cachorro kaʧoro
recto reɣto
pajilla paxiʝa
esfera esfeɾa
diversión diβeɾsjon
alfombra alfombɾa
esquina eskina
sed seð
sonido soniðo
tortillería toɾtiʝeɾia
semana semana
pastelería pasteleɾia
habanera aβaneɾa
poder poðeɾ
pared paɾeð
bolos bolos
bolos bolos
miso miso
cabello kaβeʝo
aro aɾo
aro aɾo
fila fila
labrador laβɾaðoɾ
hoja oxa
bigote biɣote
soledad soleðað
nombre nombɾe
extensor eɣstensoɾ
cuitlacoche kwitlakoʧe
huitlacoche w̝itlakoʧe
champiñón ʧampiɲon
hongo oŋɡo
autobús awtoβus
impermeable impeɾmeaβle
pigmeo piɣmeo
crónica kɾonika
jaro xaɾo
sepsis seβsis
verso beɾso
salmo salmo
mota mota
ara aɾa
ara aɾa
nieve njeβe
teme teme
finlandés finlandes
finlandés finlandes
sensor sensoɾ
suspense suspense
tero teɾo
lumbago lumbaɣo
puta puta
dinar dinaɾ
ambos ambos
velo belo
bacalao bakalao
seta seta
grava ɡɾaβa
botones botones
botones botones
ron ron
escuela eskwela
peine pejne
tularemia tulaɾemja
lugar luɣaɾ
halda al̪da
selector seleɣtoɾ
sector seɣtoɾ
voli boli
senda senda
trava tɾaβa
talar talaɾ
tribunal tɾiβunal
esnob eznoβ
ingles iŋɡles
tricolor tɾikoloɾ
tricolor tɾikoloɾ
madriguera maðɾiɣeɾa
VAR baɾ
BDSM ˌbe ðe ˌese eme
webinar weβinaɾ
bluegrass bluɣɾas
planta planta
ídolo iðolo
roble roβle
camino kamino
tía tia
catatonia katatonja
tilapia tilapja
streamer stɾimeɾ
peruviano peɾuβjano
toque toke
sendero sendeɾo
niño niɲo
filo filo
filo filo
invierno imbjeɾno
machete maʧete
montaña montaɲa
firewall faʝeɾwol
monto monto
indicator indikatoɾ
verano beɾano
garrafa ɡarafa
maquis makis
lentes lentes
falla faʝa
snowboard eznoβoɾ
nota nota
recluta rekluta
recluta rekluta
polar polaɾ
novena noβena
serie seɾje
tutor tutoɾ
ganga ɡaŋɡa
ganga ɡaŋɡa
ganga ɡaŋɡa
interna inteɾna
castell kastel
tinta tinta
diario djaɾjo
anguila aŋɡila
linebacker laimbakeɾ
meetings meetins
goto ɡoto
ravioli raβjoli
bullying buliin
barracuda barakuða
metal ˌxeβi metal
boxes boɣses
jogging ʝoɣin
temblor tembloɾ
tela tela
neuritis newɾitis
paco pako
paco pako
paco pako
paco pako
paco pako
página paxina
laca laka
leyenda leʝenda
leyenda leʝenda
casting kastin
brainstorming bɾeinstoɾmin
papero papeɾo
posta posta
posta posta
baguette baɣet
sida siða
pares paɾes
cantata kantata
delfín delfin
delfín delfin
detente detente
muslo muslo
elemental elemental
nivel niβel
puré puɾe
brujería bɾuxeɾia
demos demos
grana ɡɾana
grana ɡɾana
tope tope
tope tope
mantis mantis
peristalsis peɾistalsis
ancho anʲʧo
robes roβes
trimestre tɾimestɾe
chucha ʧuʧa
grama ɡɾama
dinero dineɾo
actitud aɣtituð
djinn ʝin
metra metɾa
mantel mantel
arras aras
fondue fondu
carioca kaɾjoka
fon fon
aes aes
cara kaɾa
cama kama
aspecto aspeɣto
mamut mamut
lobby loβi
spammer spameɾ
nabo naβo
nabo naβo
demanda demanda
acres akɾes
diva diβa
perla peɾla
perla peɾla
arteria aɾteɾja
leva leβa
continuum kontinuum
foto foto
palomar palomaɾ
