abactor ɐbɐktoɾ
decreto dɨkɾɛtu
este ɛʃtɨ
maga maɡɐ
barca baɾkɐ
uzi uzi
valet vɐlɛ
acalculia ɐkalkuliɐ
eira ɐjɾɐ
eira ɐjɾɐ
Mercedes mɨɾsedɨʃ
editorial idituɾjal
editorial idituɾjal
vibe vajb
tal tal
enema inemɐ
retina ʁɨtinɐ
ferro fɛʁu
mister miʃtɛɾ
mister miʃtɛɾ
total tutal
longitude lõʒitudɨ
status statuʃ
serpente sɨɾpẽtɨ
outfit awtfit
bunker bɐ̃kaɾ
barra baʁɐ
crawl kɾɔl
anorexia ɐnuɾɨksiɐ
quadro kwadɾu
voucher vawʃɛɾ
melisma mɨliʒmɐ
melanoma mɨlɐnomɐ
penal pɨnal
penal pɨnal
abio ɐbiu
aura awɾɐ
capitão kɐpitɐ̃w̃
edema idemɐ
absinto ɐbsĩtu
gravlax ɡɾavlakʃ
upgrade apɡɾɐjd
mantissa mɐ̃tisɐ
aluno ɐlunu
dado dadu
dado dadu
chakra ʃakɾɐ
videogame ˌvidjɔɡɐjmɨ
nova bɔsɐ nɔvɐ
ambrosia ɐ̃bɾuziɐ
ides idɨʃ
maraca mɐɾakɐ
gloss ɡlɔʃ
mentor mẽtoɾ
ecstasy eʃtɐzɨ
quinoa kinoɐ
condor kõdoɾ
azoto ɐzotu
bismuto biʒmutu
boato bwatu
carcinoma kɐɾsinomɐ
dogma dɔɡmɐ
alveolar alvɛulaɾ
barbo baɾbu
diploma diplomɐ
orca ɔɾkɐ
trauma tɾawmɐ
paranoia pɐɾɐnɔjɐ
ombudsman õbudʃman
avo avu
diorama djuɾɐmɐ
proxy pɾɔksi
panorama pɐnuɾɐmɐ
tequila tɨkilɐ
alta altɐ
codec kudɛk
bulbo bulbu
cosmos kɔʒmuʃ
grande ɡɾɐ̃dɨ
paracetamol pɐɾɐsɛtɐmɔl
cervo seɾvu
folk folkɨ
lactose lɐktɔzɨ
telega tɨlɛɡɐ
cedro sɛdɾu
bruna bɾunɐ
brandy bɾɐ̃di
cemento sɨmẽtu
sprint spɾĩtɨ
brio bɾiu
psicologia psikuluʒiɐ
tv ˌteve
tangerino tɐ̃ʒɨɾinu
bordo bɔɾdu
bordo boɾdu
cinema sinemɐ
glaucoma ɡlawkomɐ
plebe plɛbɨ
pentose pẽtɔzɨ
hexose ˌɛksɔzɨ
karma kaɾmɐ
nylon najlɔn
interessante ĩtɨɾɨsɐ̃tɨ
litotes litɔtɨʃ
puma pumɐ
kilt kiltɨ
runs ʁũʃ
viva vivɐ
costume kuʃtumɨ
cisco siʃku
cloaca kluakɐ
furor fuɾoɾ
paio paju
rating ʁɐjtĩɡ
mufti mufti
podcast ˌpɔdɨkastɨ
morte mɔɾtɨ
trombone tɾõbɔnɨ
mortis ʁiɡɔɾ mɔɾtiʃ
torpor tuɾpoɾ
Hitler itlɛɾ
italiana itɐljɐnɐ
problema pɾublemɐ
pastel pɐʃtɛl
pastel pɐʃtɛl
fonema funemɐ
regalia ʁɨɡɐliɐ
visual vizwal
arsenal ɐɾsɨnal
mor moɾ
habitante ɐbitɐ̃tɨ
árabe aɾɐbɨ
árabe aɾɐbɨ
avaro ɐvaɾu
cartel kɐɾtɛl
caldo kaldu
tuberculose tubɛɾkulɔzɨ
dito ditu
campus kɐ̃puʃ
bois bojʃ
DJ ˌdiʒɐj
judas ʒudɐʃ
toalha twaʎɐ
energia inɨɾʒiɐ
junho ʒuɲu
outubro o(w)tubɾu
maio maju
dezembro dɨzẽbɾu
tabu tabu
artéria ɐɾtɛɾjɐ
setembro sɨtẽbɾu
parafuso pɐɾɐfuzu
novembro nuvẽbɾu
camerlengo kɐmɨɾlẽɡu
casino kɐzinu
socialite susjɐlitɨ
spoiler spɔjlɛɾ
chino ʃinu
chino ʃinu
mamífero mɐmifɨɾu
doação dwɐsɐ̃w̃
poodle pudɐl
forma fɔɾmɐ
forma foɾmɐ
roedor ʁwɨdoɾ
pena penɐ
pena penɐ
kilowatt kiluwat
mina minɐ
mina minɐ
interlocutor ĩtɨɾlukutoɾ
precursor pɾɨkuɾsoɾ
rosa ˌkoɾdɨʁɔzɐ
boga bɔɡɐ
flauta flawtɐ
ocular ɔkulaɾ
ecologia ɛkuluʒiɐ
matemática mɐtɨmatikɐ
bacalhoeiro bɐkɐʎwɐjɾu
scrapie skɾɐjpɨ
porte pɔɾtɨ
sereno sɨɾenu
oficina ɔfɨsinɐ
book ibuk
projeto pɾuʒɛtu
dorso doɾsu
solteiro soltɐjɾu
croquis kɾɔkiʃ
croquis kɾɔkiʃ
voyeur vwajeɾ
romance ʁumɐ̃sɨ
pose pɔzɨ
fino finu
fino finu
fada fadɐ
pomo pomu
plano plɐnu
impasse ĩpasɨ
valise valizɨ
ronda ʁõdɐ
fantasia fɐ̃tɐziɐ
bordel buɾdɛl
parto paɾtu
multa multɐ
trivial tɾivjal
zeugma zewɡmɐ
economia ikɔnumiɐ
instar ĩʃtaɾ
dono donu
maltose maltɔzɨ
diglossia diɡlusiɐ
roto ʁotu
inimigo inimiɡu
creche kɾɛʃɨ
mó mɔ
mó mɔ
bile bilɨ
polvo polvu
birra biʁɐ
birra biʁɐ
mais majʃ
vitae kuʁikulũ vitaj
sé sɛ
ovo ovu
lida lidɐ
lida lidɐ
vaso vazu
macro makɾɔ
mobília mubiljɐ
tremolo tɾɛmulu
concertina kõsɨɾtinɐ
cantina kɐ̃tinɐ
universidade univɨɾsidadɨ
tremor tɾɨmoɾ
bravura bɾɐvuɾɐ
bravura bɾɐvuɾɐ
min min
vulva vulvɐ
anemia ɐnɨmiɐ
robe ʁɔbɨ
disparate diʃpɐɾatɨ
toranja tuɾɐ̃ʒɐ
tiara tjaɾɐ
periquito pɨɾikitu
periquito pɨɾikitu
poste pɔʃtɨ
tofu tɔfu
altiplano altiplɐnu
delito dɨlitu
tablet tablɨt
censor sẽsoɾ
elogio iluʒiu
septicemia sɛptisɨmiɐ
lodo lodu
logística luʒiʃtikɐ
videotape ˌvidjɔtɐjpɨ
playback plɐjbɛkɨ
potássio putasju
zumbido zũbidu
zíper zipɛɾ
zoólogo zuɔluɡu
zigoto ziɡotu
coche kɔʃɨ
pecado pɨkadu
útero utɨɾu
zaga zaɡɐ
usurpador uzuɾpɐdoɾ
rua ʁuɐ
angina ɐ̃ʒinɐ
urraca uʁakɐ
ubre ubɾɨ
zimbabuense zĩbɐbwẽsɨ
urbe uɾbɨ
xenofobia ʃɨnɔfubiɐ
manifesto mɐnifɛʃtu
úlcera ulsɨɾɐ
útil util
zoológico zulɔʒiku
riso ʁizu
mentira mẽtiɾɐ
ultramar ultɾɐmaɾ
curva kuɾvɐ
hop ˌip‿ɔpɨ
xenófobo ʃɨnɔfubu
ultravioleta ˌultɾɐvjuletɐ
overdose ɔvɐɾdɔzɨ
ultraje ultɾaʒɨ
arriba ɐʁibɐ
LGBT ɛl ʒe be te
mentiroso mẽtiɾozu
umbral ũbɾal
rancho ʁɐ̃ʃu
zambiano zɐ̃bjɐnu
universo univɛɾsu
chulo ʃulu
ábaco abɐku
breakdance ˌbɾɐjkɨdɐ̃sɨ
flúor fluɔɾ
API a pe i
ucraniano ukɾɐnjɐnu
iodo jodu
arsénico ɐɾsɛniku
inglês ĩɡleʃ
cobalto kubaltu
urna uɾnɐ
fósforo fɔʃfuɾu
vista viʃtɐ
astato ɐʃtatu
carbono kɐɾbɔnu
sudoku sudɔku
verde veɾdɨ
bromo bɾɔmu
geografia ʒjuɡɾɐfiɐ
superego ˌsupɛɾɛɡu
cobre kɔbɾɨ
baile bajlɨ
resto ʁɛʃtu
marginal mɐɾʒinal
marginal mɐɾʒinal
bestseller bɨʃtsɛlɛɾ
cromo kɾɔmu
cromo kɾɔmu
cromo kɾɔmu
soldo soldu
sexto sɐjʃtu
tweet twitɨ
ageustia ɐʒewʃtiɐ
prima pɾimɐ
mural muɾal
prosopopeia pɾuzupupɐjɐ
fumo fumu
latitude lɐtitudɨ
dita ditɐ
cerco seɾku
cibo sibu
teoria tjuɾiɐ
nobel nɔbɛl
nobel nɔbɛl
salve salvɨ
forno foɾnu
patente pɐtẽtɨ
gaga ɡaɡɐ
tandem tɐ̃dɐ̃j̃
pedigree pɛdiɡɾi
marshmallow maɾʃɨmɛlo(w)
brado bɾadu
machismo maʃiʒmu
postal puʃtal
amendoim ɐmẽdwĩ
bastardo bɐʃtaɾdu
atmosfera ɐtmuʃfɛɾɐ
parte paɾtɨ
cacau kɐkaw
manteiga mɐ̃tɐjɡɐ
murmúrio muɾmuɾju
piercing piɾsĩɡ
corre kɔʁɨ
primo pɾimu
primo pɾimu
transgressor tɾɐ̃ʒɡɾɨsoɾ
OVNI ɔvni
paia pajɐ
traje tɾaʒɨ
fortuna fuɾtunɐ
presente pɾɨzẽtɨ
lagosta lɐɡoʃtɐ
expertise (i)ʃpɨɾtizɨ
número numɨɾu
fé fɛ
zorra zoʁɐ
zorra zoʁɐ
shorts ʃɔɾtɨʃ
chili ʃili
toolbox tulbɔks
transistor tɾɐ̃ziʃtoɾ
vaca vakɐ
gelosia ʒɨluziɐ
dog ɔtɨ dɔɡɨ
genital ʒɨnital
andas ɐ̃dɐʃ
descoberta dɨʃkubɛɾtɐ
loop lup
platitude plɐtitudɨ
fábrica fabɾikɐ
sorriso suʁizu
airbag ˌɛɾbɛɡɨ
arte aɾtɨ
ferrovia ˌfɛʁɔviɐ
script skɾiptɨ
jacinto ʒɐsĩtu
governo ɡuveɾnu
jingoísmo ʒĩɡwiʒmu
jaspe ʒaʃpɨ
alfa alfɐ
jarrete ʒɐʁetɨ
jaez ʒɐeʃ
sabedor sɐbɨdoɾ
judaísmo ʒudɐiʒmu
jarro ʒaʁu
júbilo ʒubilu
elemento ilɨmẽtu
jaula ʒawlɐ
jornal ʒuɾnal
jornal ʒuɾnal
jaque ʒakɨ
jarra ʒaʁɐ
sabor sɐboɾ
cringe kɾĩd͡ʒ
clips klipʃ
jamaicano ʒɐmajkɐnu
jurídico ʒuɾidiku
década dɛkɐdɐ
quimono kimonu
jornada ʒuɾnadɐ
cripto kɾiptu
quimioterapia ˌkimjɔtɨɾɐpiɐ
quingombó kĩɡõbɔ
quinina kininɐ
oeste wɛʃtɨ
quebracho kɨbɾaʃu
quórum kwɔɾũ
divertimento divɨɾtimẽtu
queda kɛdɐ
esposas (i)ʃpozɐʃ
equino ekwinu
equino ekinu
juvenil ʒuvɨnil
papel pɐpɛl
esposo (i)ʃpozu
norte nɔɾtɨ
jugo ʒuɡu
marido mɐɾidu
esposa (i)ʃpozɐ
xénon ʃɛnɔn
quilate kilatɨ
sable sablɨ
trave tɾavɨ
pago paɡu
doze dozɨ
doze dozɨ
querido kɨɾidu
quebrada kɨbɾadɐ
solar sulaɾ
clandestino klɐ̃dɨʃtinu
noventa nuvẽtɐ
megabyte ˌmɛɡɐbajt
químico kimiku
químico kimiku
quintal kĩtal
quintal kĩtal
exposed ˌɛkʃpo(w)zɨd
afro afɾɔ
vida vidɐ
cidade sidadɨ
jumping ˌbɐ̃ʒid͡ʒɐ̃pĩɡ
pedal pɨdal
bauxite bawʃitɨ
cooler kulɛɾ
agama ɐɡɐmɐ
vago vaɡu
vaga vaɡɐ
vaga vaɡɐ
química kimikɐ
química kimikɐ
medicina mɨdisinɐ
ardor ɐɾdoɾ
ama ɐmɐ
bis biʃ
bis biʃ
tête ˌtɛt‿atɛtɨ
tradutor tɾɐdutoɾ
Jedi ʒɛdaj
ventre vẽtɾɨ
bases bazɨʃ
cruz kɾuʃ
dolina dulinɐ
ninjutsu nĩʒitsu
tomo tomu
cultura kultuɾɐ
sniper snajpɐɾ
sniper snajpɐɾ
vitiligo vitiliɡu
lignite liɡinitɨ
catafalco kɐtɐfalku
madrigal mɐdɾiɡal
carnificina kɐɾnifisinɐ
homossexual ˌɔmɔsɛkswal
def dɛf
tutorial tutuɾjal
carica kɐɾikɐ
morena muɾenɐ
morena muɾenɐ
hasta aʃtɐ
escola (i)ʃkɔlɐ
tristeza tɾiʃtezɐ
cimo simu
shopping ʃɔpĩɡ
dativo dɐtivu
ranking ʁɐ̃kĩɡ
capoeira kɐpwɐjɾɐ
capoeira kɐpwɐjɾɐ
manhã mɐɲɐ̃
peruano pɨɾwɐnu
chips ʃipʃ
boda bodɐ
regalo ʁɨɡalu
reggae ʁɛɡɐj
castor kɐʃtoɾ
cervical sɨɾvikal
caló kɐlɔ
Dom dõ
roda ʁɔdɐ
soda sɔdɐ
designer dɨzajnɛɾ
Madeira mɐdɐjɾɐ
bislama biʒlɐmɐ
Libra libɾɐ
aves avɨʃ
protista pɾɔtiʃtɐ
cadeira kɐdɐjɾɐ
bermuda bɨɾmudɐ
vitória vitɔɾjɐ
brasil bɾɐzil
salvador salvɐdoɾ
palmas palmɐʃ
fortaleza fuɾtɐlezɐ
chile ʃilɨ
akan ɐkan
navicular nɐvikulaɾ
qualidade kwɐlidadɨ
auge awʒɨ
peru pɨɾu
peru pɨɾu
peru pɨɾu
argentina ɐɾʒẽtinɐ
maus mawʃ
afar ɐfaɾ
abas abɐʃ
cu ku
toscana tuʃkɐnɐ
braille bɾajlɨ
manx mɐ̃kʃ
borracho buʁaʃu
azeri ɐzeɾi
shirt ˌtiʃɐɾtɨ
latina lɐtinɐ
vibrato vibɾatu
tagalog taɡɐluɡi
prole pɾɔlɨ
gleba ɡlɛbɐ
china ʃinɐ
china ʃinɐ
lacrimal lɐkɾimal
colorado kuluɾadu
divisor divizoɾ
badminton bɨdmĩtɔn
urdu uɾdu
caput kaputɨ
viking vikĩɡɨ
calor kɐloɾ
khmer kɨmɛɾ
bebida bɨbidɐ
eczema ɛkzemɐ
omani ɔmɐni
internet ĩtɛɾnɛt
lustre luʃtɾɨ
pneumonia pnewmuniɐ
tupi tupi
tupi tupi
login lɔɡin
bairro bajʁu
planeta plɐnetɐ
operandi mɔduz ɔpɨɾɐ̃di
rapariga ʁɐpɐɾiɡɐ
nevada nɨvadɐ
momento mumẽtu
rota ʁɔtɐ
rota ʁɔtɐ
rota ʁɔtɐ
rota ʁɔtɐ
rota ʁɔtɐ
rota ʁɔtɐ
champagne ʃɐ̃pɐɲɨ
dengue dẽɡɨ
dengue dẽɡɨ
berne bɛɾnɨ
sais sajʃ
berlina bɨɾlinɐ
hindi ĩdi
doce dosɨ
ácido asidu
indiana ĩdjɐnɐ
vlog vlɔɡɨ
busca buʃkɐ
adhan ɐdan
intifada ĩtifadɐ
KO ˌkeɔ
americana ɐmɨɾikɐnɐ
PT ˌpete
PT ˌpete
hangul ɐ̃ɡul
pastiche pɐʃtiʃɨ
ménage mɛnaʒɨ
ureter uɾɨtɛɾ
forro foʁu
forro foʁu
americano ɐmɨɾikɐnu
expo ˌɐjʃpɔ
emir emiɾ
marcha maɾʃɐ
monte mõtɨ
PL pe ɛlɨ
facto faktu
potpourri putpuʁi
abasia ɐbɐziɐ
ria ʁiɐ
anagoge ɐnɐɡɔʒɨ
oma omɐ
amas ɐmɐʃ
perigo pɨɾiɡu
antineutrino ɐ̃tinewtɾinu
avec avɛkɨ
presunto pɾɨzũtu
cooper kupɛɾ
literal litɨɾal
amante ɐmɐ̃tɨ
smoking smo(w)kĩɡɨ
tangerina tɐ̃ʒɨɾinɐ
microchip mikɾɔʃipɨ
mandarina mɐ̃dɐɾinɐ
perestroika pɛɾɛʃtɾɔjkɐ
malware malwɛɾ
shop sɛksɨ ʃɔpɨ
valva valvɐ
TGV te ʒe ve
muslim muʒlĩ
crevasse kɾɨvasɨ
royalty ʁɔjɐlti
trilobite tɾilubitɨ
paraplegia pɐɾɐplɨʒiɐ
jantar ʒɐ̃taɾ
cerca seɾkɐ
alcaide alkajdɨ
piru piɾu
anoxia ɐnuksiɐ
filipino filipinu
angioedema ɐ̃ʒjuɨdemɐ
app ɛpɨ
bruno bɾunu
dong dõɡi
surra suʁɐ
neura newɾɐ
vala valɐ
carso kaɾsu
flume flumɨ
antiquark ɐ̃tikwaɾkɨ
alemão ɐlɨmɐ̃w̃
alemão ɐlɨmɐ̃w̃
gras ˌfwaɡɾa
neuralgia newɾalʒiɐ
impetigo ĩpɨtiɡu
bodega budɛɡɐ
ataxia ɐtɐksiɐ
enclave ẽklavɨ
verga veɾɡɐ
bote bɔtɨ
bote bɔtɨ
tuk ˌtukɨtukɨ
fervor fɨɾvoɾ
calma kalmɐ
restaurante ʁɨʃtawɾɐ̃tɨ
playboy plɐjbɔj
sari sɐɾi
iBook ajbuk
dólar dɔlaɾ
chofer ʃɔfɛɾ
cachorro kɐʃoʁu
fragor fɾɐɡoɾ
esfera (i)ʃfɛɾɐ
esquina (i)ʃkinɐ
sonido sunidu
semana sɨmɐnɐ
sabbat sɐbat
poder pudeɾ
amplitude ɐ̃plitudɨ
bolos boluʃ
uns ũʃ
saxofone ˌsaksɔfɔnɨ
labrador lɐbɾɐdoɾ
tique tikɨ
tique tikɨ
crónica kɾɔnikɐ
verso vɛɾsu
salmo salmu
sina sinɐ
rega ʁɛɡɐ
rapa ʁapɐ
rapaz ʁɐpaʃ
novo novu
sensor sẽsoɾ
suspense suʃpɐ̃sɨ
lumbago lũbaɡu
setenta sɨtẽtɐ
lás laʃ
dinar dinaɾ
lugar luɡaɾ
sector sɛktoɾ
debutante dɨbutɐ̃tɨ
sorte sɔɾtɨ
fá fa
trava tɾavɐ
tribunal tɾibunal
tricolor tɾikuloɾ
ídolo idulu
monge mõʒɨ
auga awɡɐ
cigano siɡɐnu
catatonia kɐtɐtuniɐ
cuspidor kuʃpidoɾ
toque tɔkɨ
ramen ʁamɛn
machete mɐʃetɨ
firewall fajɾewɔl
miri miɾi
biberão bibɨɾɐ̃w̃
til til
garrafa ɡɐʁafɐ
cedilha sɨdiʎɐ
cedilha sɨdiʎɐ
maquis mɐkiʃ
maquis mɐkiʃ
lentes lẽtɨʃ
á a
á a
snowboard sno(w)bɔɾdɨ
snowboard sno(w)bɔɾdɨ
grau ɡɾaw
coração kuɾɐsɐ̃w̃
coração kɔɾɐsɐ̃w̃
novena nuvenɐ
parede pɐɾedɨ
bur buɾ
tutor tutoɾ
bretão bɾɨtɐ̃w̃
desktop dɛʃkɨtɔp
cacique kɐsikɨ
tinta tĩtɐ
SIDA sidɐ
fitness fitnɛs
bullying bulĩɡɨ
barracuda bɐʁɐkudɐ
metal ɛvi mɛtɐl
sublime sublimɨ
antiviral ˌɐ̃tiviɾal
jogging ʒɔɡĩɡ
cigana siɡɐnɐ
cropped kɾɔpɨdɨ
posta pɔʃtɐ
posta pɔʃtɐ
posta pɔʃtɐ
paulistano pawliʃtɐnu
puré puɾɛ
vaza vazɐ
demos dɛmuʃ
grana ɡɾɐnɐ
pano pɐnu
tope tɔpɨ
passe pasɨ
abdómen ɐbdɔmɛn
trimestre tɾimɛʃtɾɨ
chucha ʃuʃɐ
grama ɡɾɐmɐ
grama ɡɾɐmɐ
arras aʁɐʃ
fondue fõdy
carioca kɐɾjɔkɐ
carioca kɐɾjɔkɐ
parente pɐɾẽtɨ
cama kɐmɐ
aspecto ɐʃpɛktu
crochet kɾɔʃe
lobby lɔbi
buffer bɐfɛɾ
nabo nabu
nabo nabu
demanda dɨmɐ̃dɐ
diva divɐ
timer tajmɛɾ
perla pɛɾlɐ
leva lɛvɐ
fugu fuɡu
dextran dɨʃtɾan
continuum kõtinwũ
foto fɔtɔ
rotunda ʁutũdɐ
bets bɛt͡ʃ
bets bɛt͡ʃ
revestimento ʁɨvɨʃtimẽtu
nona nonɐ
nona nonɐ
semestre sɨmɛʃtɾɨ
carácter kɐɾaktɛɾ
freegan fɾiɡɐn
glossolalia ˌɡlɔsɔlɐliɐ
colaborador kulɐbuɾɐdoɾ
aula awlɐ
compatriota kõpɐtɾiɔtɐ
escombros (i)ʃkõbɾuʃ
cocaína kɔkɐinɐ
evento ivẽtu
catolicismo kɐtulisiʒmu
vendedor vẽdɨdoɾ
seguidor sɨɡidoɾ
clérigo klɛɾiɡu
líder lidɛɾ
sacerdote sɐsɨɾdɔtɨ
república ʁɛpublikɐ
diálogo dialuɡu
recurso ʁɨkuɾsu
arresto ɐʁɛʃtu
área aɾjɐ
cultivo kultivu
maleta mɐletɐ
okrug okɾuɡi
tormenta tuɾmẽtɐ
despedida dɨʃpɨdidɐ
retorno ʁɨtoɾnu
caudal kawdal
caudal kawdal
periódico pɨɾjɔdiku
rigidez ʁiʒideʃ
disparo dɨʃpaɾu
ataque ɐtakɨ
representante ʁɨpɾɨzẽtɐ̃tɨ
tratado tɾɐtadu
iniciativa inisjɐtivɐ
mercado mɨɾkadu
etiqueta itiketɐ
manifestante mɐnifɨʃtɐ̃tɨ
pedido pɨdidu
heroína iɾwinɐ
heroína iɾwinɐ
oriente ɔɾjẽtɨ
programa pɾuɡɾɐmɐ
madrugada mɐdɾuɡadɐ
geode ʒjɔdɨ
incidente ĩsidẽtɨ
sindicato sĩdikatu
captura kaptuɾɐ
polígono puliɡunu
partido pɐɾtidu
dirigente diɾiʒẽtɨ
comunicado kumunikadu
respaldo ʁɨʃpaldu
político pulitiku
época ɛpukɐ
visita vizitɐ
saldo saldu
periodista pɨɾjudiʃtɐ
terrorismo tɨʁuɾiʒmu
líquido likidu
rede ʁedɨ
istmo iʃtmu
magistrado mɐʒiʃtɾadu
temor tɨmoɾ
falta faltɐ
agente ɐʒẽtɨ
anglicano ɐ̃ɡlikɐnu
cajón kɐʁõ
bandeja bɐ̃dɐ(j)ʒɐ
sofá sufa
empresa ẽpɾezɐ
medida mɨdidɐ
frasco fɾaʃku
analista ɐnɐliʃtɐ
oficial ɔfisjal
módulo mɔdulu
civis siviʃ
televisor tɨlɨvizoɾ
hipster ipstɛɾ
aplique ɐplikɨ
vestíbulo vɨʃtibulu
raqueta ʁakɛtɐ
pulverizador pulvɨɾizɐdoɾ
frente fɾẽtɨ
manivela mɐnivɛlɐ
entrega ẽtɾɛɡɐ
espuma (i)ʃpumɐ
comedor kumɨdoɾ
ministro mɨniʃtɾu
colcha kolʃɐ
separador sɨpɐɾɐdoɾ
entrevista ẽtɾɨviʃtɐ
gancho ɡɐ̃ʃu
polémica pulɛmikɐ
tiro tiɾu
estante (i)ʃtɐ̃tɨ
eco ɛkɔ
sirena siɾenɐ
vitrina vitɾinɐ
tocador tukɐdoɾ
tocador tukɐdoɾ
derrota dɨʁɔtɐ
xampu ʃɐ̃pu
retrovisor ˌʁɛtɾɔvizoɾ
parlamento pɐɾlɐmẽtu
adolescente ɐdulɨʃsẽtɨ
diplomacia diplumɐsiɐ
contexto kõtɐjʃtu
soldado soldadu
capítulo kɐpitulu
escala (i)ʃkalɐ
escala (i)ʃkalɐ
maceta mɐsetɐ
balaustrada bɐlawʃtɾadɐ
crítica kɾitikɐ
codorniz kuduɾniʃ
xá ʃa
cómoda kɔmudɐ
defensa dɨfẽsɐ
busto buʃtu
candidatura kɐ̃didɐtuɾɐ
experto (i)ʃpɛɾtu
colega kulɛɡɐ
centralismo sẽtɾɐliʒmu
forca foɾkɐ
leucemia lewsɨmiɐ
senado sɨnadu
galimatias ɡɐlimɐtiɐʃ
período pɨɾiudu
pacifismo pɐsifiʒmu
alambre ɐlɐ̃bɾɨ
duelo dwɛlu
turista tuɾiʃtɐ
parada pɐɾadɐ
bolchevique bolʃɨvikɨ
xadrez ʃɐdɾeʃ
corte kɔɾtɨ
corte koɾtɨ
comandante kumɐ̃dɐ̃tɨ
atacante ɐtɐkɐ̃tɨ
delegado dɨlɨɡadu
círculo siɾkulu
fórmula fɔɾmulɐ
absolutismo ɐbsulutiʒmu
símbolo sĩbulu
candidato kɐ̃didatu
acento ɐsẽtu
recompensa ʁɨkõpẽsɐ
integrante ĩtɨɡɾɐ̃tɨ
teste tɛʃtɨ
teste tɛʃtɨ
pobreza pubɾezɐ
insurgente ĩsuɾʒẽtɨ
comando kumɐ̃du
terreno tɨʁenu
fundador fũdɐdoɾ
versor vɨɾsoɾ
artefacto ɐɾtɨfaktu
triunfo tɾiw̃fu
seu sew
pacifista pɐsifiʃtɐ
medicamento mɨdikɐmẽtu
beneplácito bɨnɨplasitu
legado lɨɡadu
legado lɨɡadu
vínculo vĩkulu
músculo muʃkulu
cabala kɐbalɐ
cabala kɐbalɐ
figura fiɡuɾɐ
objetivo ɔbʒɛtivu
entrada ẽtɾadɐ
esqueleto (i)ʃkɨletu
oferta ɔfɛɾtɐ
adepto ɐdɛptu
frase fɾazɨ
artículo ɐɾtikulu
código kɔdiɡu
papá pɐpa
papá pɐpa
perna pɛɾnɐ
liga liɡɐ
documento dukumẽtu
reino ʁɐjnu
supermercado ˌsupɛɾmɨɾkadu
limusina limuzinɐ
postura puʃtuɾɐ
marco maɾku
marco maɾku
seda sedɐ
chico ʃiku
resultado ʁɨzultadu
visitante vizitɐ̃tɨ
negociador nɨɡusjɐdoɾ
retrete ʁɨtɾɛtɨ
argumento ɐɾɡumẽtu
alternativa altɨɾnɐtivɐ
diagnóstico diɐɡnɔʃtiku
bidé bidɛ
título titulu
nariz nɐɾiʃ
insulto ĩsultu
calmar kalmaɾ
rosé ʁɔzɛ
kefir kɨfiɾ
intestino ĩtɨʃtinu
tez teʃ
estilo (i)ʃtilu
vide vidɨ
bebé bɛbɛ
petróleo pɨtɾɔlju
voto vɔtu
traidor tɾajdoɾ
rapidez ʁɐpideʃ
continente kõtinẽtɨ
golpe ɡɔlpɨ
departamento dɨpɐɾtɐmẽtu
cisterna siʃtɛɾnɐ
signo siɡnu
pentágono pẽtaɡunu
ducha duʃɐ
esponja (i)ʃpõʒɐ
ofensiva ɔfẽsivɐ
cortina kuɾtinɐ
barco baɾku
enfoque ẽfɔkɨ
contacto kõtaktu
impacto ĩpaktu
carril kɐʁil
obstáculo ɔbʃtakulu
objeto ɔbʒɛtu
afiliado ɐfiljadu
azulejo ɐzulɐ(j)ʒu
aborto ɐboɾtu
altura altuɾɐ
turismo tuɾiʒmu
índice ĩdisɨ
aumento awmẽtu
técnica tɛknikɐ
brigada bɾiɡadɐ
perspectiva pɨɾʃpɛktivɐ
tarde taɾdɨ
sexo sɛksu
mendigo mẽdiɡu
analfabetismo ɐnalfɐbɨtiʒmu
rentrée ʁɐ̃tɾe
fenómeno fɨnɔmɨnu
perfil pɨɾfil
tradução tɾɐdusɐ̃w̃
cristianismo kɾiʃtjɐniʒmu
suplemento suplɨmẽtu
explosivo (i)ʃpluzivu
contraste kõtɾaʃtɨ
modo mɔdu
característica kɐɾɐktɨɾiʃtikɐ
trono tɾonu
sistema siʃtemɐ
indicador ĩdikɐdoɾ
narciso naɾsizu
recado ʁɨkadu
apraxia ɐpɾɐksiɐ
colapso kulapsu
curso kuɾsu
espectro (i)ʃpɛktɾu
imperialismo ĩpɨɾjɐliʒmu
pintor pĩtoɾ
cerro seʁu
oceano ɔsjɐnu
palanca pɐlɐ̃kɐ
palanca pɐlɐ̃kɐ
vestido vɨʃtidu
tortura tuɾtuɾɐ
coronel kuɾunɛl
goma ɡomɐ
consumo kõsumu
escano (i)ʃkɐnu
palma palmɐ
colina kulinɐ
colina kulinɐ
pacto paktu
instrumento ĩʃtɾumẽtu
isonomia izunumiɐ
inferno ĩfɛɾnu
modelo mudelu
modelo mudelu
mohair muɐiɾ
socialista susjɐliʃtɐ
transporte tɾɐ̃ʃpɔɾtɨ
barba baɾbɐ
estalinismo (i)ʃtaliniʒmu
etnocentrismo itnusẽtɾiʒmu
chichi ʃiʃi
fútbol futbol
lupanar lupɐnaɾ
mas mɐʃ
dobra dɔbɾɐ
dobra dɔbɾɐ
claro klaɾu
causal kawzal
bros bɾo(w)ʃ
boi boj
desencanto dɨzẽkɐ̃tu
rigor ʁiɡoɾ
chave ʃavɨ
militar mɨlitaɾ
é ɛ
deadlock ˌdedlokɨ
vigor viɡoɾ
cheddar ʃɛdaɾ
