abada aβ̞að̞ɐ
colmadura kolmaðuɾɐ
colazo kolaθʊ
correeiro koreejɾʊ
areeiro aɾeejɾʊ
coxote koʃɔtɪ
noite pecha nojte pet͡ʃɐ
billote biʎɔtɪ
bullote buʎɔtɪ
gueldo ɡɛldʊ
engado eŋɡaðʊ
listura listuɾɐ
enxeño enʃeɲʊ
preito pɾejtʊ
tramallo tɾamaʎʊ
quenta kɛntɐ
freima fɾejmɐ
hipocrás ipokɾas
avogacía aβoɣaθiɐ
abondamento aβondamentʊ
barbacá baɾβaka
uxa uʃɐ
guerla ɡɛɾlɐ
fanteira fantejɾɐ
fanico fanikʊ
chamariza t͡ʃamaɾiθɐ
macico maθikʊ
fodón foðoŋ
vellez beʎeθ
níscaro niskɐɾʊ
tarrelo tarelʊ
abellón aβ̞eɟoŋ
cabalete kaβaletɪ
rellón reʎoŋ
acompañamento ɑkompaɲãmẽn̪t̪ʊ
esvaradoiro esβaɾaðojɾʊ
centoenrama θɛntʊ enramɐ
esportela espɔɾtɛlɐ
reintegracionista rein̪t̪ɛɣ̞ɾaθjonis̺t̪ɐ
pegamazo peɣamaθʊ
vidalla biðaʎɐ
éndez endeθ
xasmín ʃasmiŋ
serao seɾaʊ̯
cadelo kɑðɛlʊ
igrexario iɣ̞ɾeʃaɾjʊ
merendiña meɾendiɲɐ
teixugueira t̪ejʃuɣ̞ejɾɐ
coitela kojtɛlɐ
devalo deβalʊ
cagarría kɑɣariɐ
baixamar bajʃamaɾ
cerrizo θeriθʊ
coitelada kojtelaðɐ
carrelo kɑɾɛlʊ
cimón θimõŋ
gouño ɡowɲʊ
panterlo panteɾlʊ
barronca baronkɐ
festeiro fɛstejɾʊ
ripote ripɔtɪ
agasallo ɑɣ̞ɑs̺a̠ɟʊ
cadarme kaðaɾme
afiador afjaðoɾ
terrádego tɛraðɪɣʊ
padroádego paðɾoaðɪɣʊ
unllar unʎaɾ
morriñada moriɲaðɐ
pusgallo pusɣaʎʊ
pneumonía newmoniɐ
guerrilleiro ɡeɾiɟejɾʊ
engratidume eŋɡɾatiðumɪ
firmedume fiɾmeðumɪ
moitedume mojteðumɪ
cóbrega kɔβɾɪɣɐ
centeeira θenteejɾɐ
peloural pelowɾal
tempada tempaðɐ
dedil deðil
vixía biʃiɐ
vixía biʃiɐ
vixilia biʃiljɐ
seistra sejz̺tɾɐ
troiteiro tɾoɪ̯teɪ̯ɾʊ
pateiro pateɪ̯ɾʊ
doazón doaθoŋ
chumbalagato t͡ʃumbalaɣatʊ
cantallao kɑntaʎaʊ̯
raspiñeiro raspiɲejɾʊ
peitugazo pejtuɣaθʊ
mocazo mokaθʊ
forquita foɾkitɐ
zoupada θoʊ̯paðɐ
encaldada eŋkaldaðɐ
lumeira lumejɾɐ
pitacega ˌpitaθɛɣɐ
cabra cega ˌkɑβɾaθɛɣɐ
mocedade moθɪða
rabecha raβet͡ʃɐ
pé de boi pɛ ðeβɔi̯
vantaxe βantaʃɪ
truquel tɾukɛl
tatexo tateʃʊ
forquito foɾkitʊ
xuntoiro ʃuntojɾʊ
boureo boʊ̯reʊ
benfeito bɛɱfejt̪ʊ
larchán laɾt͡ʃaŋ
arcaz aɾkaθ
comiño komiɲʊ
refaixo refai̯ʃʊ
subidoiro suβiðojɾʊ
peitugada pei̯tuɣaðɐ
cotelada kotelaðɐ
verderolo beɾðeɾɔlʊ
cacarexo kɑkɑreʃʊ
doncela donθɛlɐ
carricanta karikantɐ
cantariña kantaɾiɲɐ
barrosiña barosiɲɐ
maruxiña maɾuʃiɲɐ
fatoeiro fatoejɾʊ
reirrei rejrej
papasol papas̺ɔɫ
condoito kondoi̯tʊ
lobiño loβiɲʊ
fachuco fat͡ʃukʊ
canciño kanθiɲʊ
rolda rɔldɐ
cugulo kuɣulʊ
pichola pit͡ʃɔlɐ
pichola pit͡ʃɔlɐ
Carriño kariɲʊ
estriga estɾiɣɐ
rapazolo rapaθɔlʊ
neno de peito nenʊ ðepei̯tʊ
raioto rai̯ɔtʊ
gaioto ɡai̯ɔtʊ
gaioto ɡai̯ɔtʊ
nenez neneθ
raparigo rapaɾiɣ̞ʊ
cúa kuɐ
camoesa kamʊesɐ
cantroxo kantɾɔʃʊ
barqueta baɾketɐ
brinqueta bɾiŋketɐ
herbeira ɛɾβei̯ɾɐ
chandarme t͡ʃandaɾmɪ
roeiro roei̯ɾʊ
gamalleira ɡamaʎei̯ɾɐ
salgadura salɣaðuɾɐ
toxedo toʃeðʊ
márdea maɾðɪɐ
treita tɾei̯tɐ
emposta empɔstɐ
estremeiro estɾemei̯ɾʊ
poñente poɲentɪ
albitorno alβitoɾnʊ
caracocha kɑɾakɔt͡ʃɐ
tioira tioi̯ɾɐ
viradeira biɾaðei̯ɾɐ
antaruxa antaɾuʃɐ
vinculeiro biŋkulei̯ɾʊ
queixeiro kei̯ʃei̯ɾʊ
tallante taʎantɪ
belaluz bɛlaluθ
salpura salpuɾɐ
anceio anθei̯ʊ
desexo ˌd̪es̺eʃʊ
bioca biɔkɐ
vertedoiro beɾteɗoi̯ɾʊ
zreixa θɾei̯ʃɐ
alancada alaŋkaðɐ
airiño a̠jɾiɲʊ
furrica furikɐ
cunqueiro kuŋkejɾʊ
cunqueiro kuŋkejɾʊ
vertixe beɾtiʃɪ
tascador taskaðoɾ
millarengo miʎaɾeŋɡʊ
nabiña naβiɲɐ
coíña kʊiɲɐ
cobertoiro koβeɾtoi̯ɾʊ
cobertoira koβeɾtoi̯ɾɐ
ganduxo ɡanduʃʊ
xácea ʃaθɪɐ
xarampón ʃaɾampoŋ
pesadume pesaðumɪ
esterqueiro esteɾkei̯ɾʊ
caroca karɔkɐ
meiguería mei̯ɣeriɐ
bisarma bisaɾmɐ
cónchega konʲt͡ʃeɣ̞ɐ
adiviña aðɪβiɲɐ
abnegaçom aβ̞neɣ̞ɑθoŋ
aberraçom aβ̞eraθoŋ
choremia t͡ʃoɾɛmi̯ɐ
andazo andaθʊ
contrasinal kontɾasinal
sabichón s̺aβ̞it͡ʃoŋ
fervón feɾβoŋ
aferidoiro afɪɾiðoi̯ɾʊ
vilego bilɛɣʊ
golfeira ɡɔlfei̯ɾɐ
canouco kɑnoʊ̯kʊ
dormideira doɾmiðei̯ɾɐ
fústriga fustɾiɣɐ
cabezolo kɑβeθɔlʊ
trópago tɾɔpɐɣʊ
páxaro pa̠ʃaɾʊ
açom aθoŋ
candeolo kɑndɪɔlʊ
cadolo kɑðɔlʊ
carouxo kɑɾou̯ʃʊ
mormeira moɾmei̯ɾɐ
atoamento atʊ̯amẽntʊ
solerma solɛɾmɐ
graciñas ɡɾaθiɲɐs
balsamizaçom bɑls̺amiθaθoŋ
versom beɾs̺oŋ
nembro nẽmbɾʊ
tranqueiro tɾaŋkei̯ɾʊ
lumarada lumaɾaðɐ
lumeirada lumei̯ɾaðɐ
trémaro tɾɛmɐɾʊ
lizgairo liθɡai̯ɾʊ
mazadoiro maθaðoi̯ɾʊ
ringleira riŋɡlei̯ɾɐ
ouveo ou̯βeʊ
mal bravo mal bɾaβʊ
coxeira coʃei̯ɾɐ
colleitizo koʎei̯tiθʊ
humedén umɪðɛŋ
afusal afusal
lagueiro laɣei̯ɾʊ
cabezalla kɑβeθaʎɐ
cinguideiro θiŋɡiðei̯ɾʊ
aceal aθeɑɫ
temoeiro temʊei̯ɾʊ
temoeiro temʊei̯ɾʊ
castejano kɑsteħanʊ
baiura bai̯uɾɐ
madriña maðɾiɲɐ
madriña maðɾiɲɐ
porral poral
baltrón baltɾoŋ
sobresinal soβɾesinal
xesto ʃestʊ
laboría laβoɾiɐ
devanceiro deβanθei̯ɾʊ
ventosidade bentʊsiðaðɪ
peperetada pɪpeɾetaðɐ
vesadoiro besaðoi̯ɾʊ
abelaira aβ̞ela̠jɾɐ
pradella pɾaðeʎɐ
arroxo aroʃʊ
salseiro salsei̯ɾʊ
informaçom iɱfoɾmaθoŋ
naçom naθoŋ
discriminaçom d̪is̺kɾimĩnaθoŋ
rabada raβaðɐ
perlesía peɾlesiɐ
moimento mojmentʊ
noco nokʊ
carromeiro kɑromejɾʊ
risón risoŋ
arpeu aɾpew
furonciño fuɾonθiɲʊ
engroba eŋɡɾɔβɐ
pedenza peðenθɐ
escallo eskɑʎʊ
arruído aruiðʊ
arrodeo aroðeʊ
peaña pɪaɲɐ
coandro koandɾʊ
decrúa dekɾuɐ
ferrán feraŋ
recadeiro rekaðei̯ɾʊ
mandadeiro mandaðei̯ɾʊ
reintegracionismo rein̪t̪ɛɣ̞ɾaθjoniz̺mʊ
furricán furikaŋ
abubela aβ̞uβ̞ɛlɐ
escana es̺kɑnɐ
pinabete pinaβetɪ
gargueiro ɡaɾɣejɾʊ
fócaro fɔkɐɾʊ
tilleira t̪iɟejɾɐ
boqueiro bokei̯ɾʊ
rilleira riʎei̯ɾɐ
rolleiro roʎei̯ɾʊ
pallagueira paʎaɣei̯ɾɐ
tirapuxa ˌtiɾapuʃɐ
aveal aβeal
broada bɾoaðɐ
lestegal lɛsteɣal
ameneiro amenei̯ɾʊ
lagorza lɑɣ̞oɾθɐ
crecha kɾet͡ʃɐ
puidoiro puiðoi̯ɾʊ
vixilante biʃilantɪ
cansazo kansaθʊ
paleira palei̯rɐ
serventía seɾβentiɐ
manguela maŋɡɛlɐ
manguela maŋɡɛlɐ
chanteiro t͡ʃantei̯ɾʊ
turbeira tuɾβei̯ɾɐ
coeiro koei̯ɾʊ
vinchoca bint͡ʃɔkɐ
queimacasas ˌkei̯makasɐs
mógaro mɔɣɐɾʊ
maralloca baɾaʎɔkɐ
falchoca falt͡ʃɔkɐ
faboca faβɔkɐ
ceo da boca θɛʊ̯ daβokɐ
corticeiro koɾtiθejɾʊ
cortegada koɾteɣaðɐ
comenencia komẽnẽnθi̯ɐ
arrolo arolʊ
buguina buɣinɐ
cogordo koɣoɾðʊ
choupín t͡ʃou̯piŋ
patamela patamɛlɐ
cerrote θerɔtɪ
pasmaroco pasmaɾɔkʊ
xénero humano ʃɛnɪɾ‿umãnʊ
palpexo pɑlpeʃʊ
palpexo pɑlpeʃʊ
cheiracús t͡ʃei̯ɾakus
farfallán faɾfaɟɑŋ
farfantón faɾfan̪t̪oŋ
troulada tɾou̯laðɐ
burremia burɛmi̯ɐ
cemba θembɐ
escribenta eskɾiβentɐ
tamborileiro tamboɾilei̯ɾʊ
usos e costumes us̺os̺ e kos̺t̪umes̺
pértego peɾtɪɣʊ
olláparo ɔʎapɐɾʊ
argadelo aɾɣaðelʊ
rincha rint͡ʃɐ
rinchón rinʲt͡ʃoŋ
rendeiro rendejɾʊ
esforzo es̺fɔɾθʊ
cáncaro kaŋkɐɾʊ
argallán aɾɣaʎaŋ
ouxeto ou̯ʃetʊ
saial sajal
cabeiro kaβei̯ɾʊ
tapume tapumɪ
argallada aɾɣaʎaðɐ
argallo aɾɣaʎʊ
ollete oʎetɪ
lagumeiro laɣumei̯ɾʊ
lapuz lapus
ollal oʎal
carballal kɑɾβ̞aɟɑɫ
garula ɡaɾulɐ
sapagueira sapaɣei̯ɾɐ
bocanoite bokanojtɪ
tarxeteiro taɾʃetei̯ɾʊ
lambespiñas lambespiɲɐs
landán landaŋ
xeomancia ʃeomãn̪θjɐ
calabrote kalaβɾɔtɪ
agremán aɣɾemaŋ
cardeña kaɾðeɲɐ
pasamáns pasamaŋs
sentadeiro sentaðei̯ɾʊ
adiviñanza aðɪβiɲanθɐ
xuntanza ʃuntanθɐ
xarrete ʃaretɪ
lobeto loβetʊ
lubión luβioŋ
tártago taɾtɐɣʊ
tartaraña taɾtaɾaɲɐ
canabarro kanaβarʊ
maxenta maʃen̪t̪ɐ
libriño liβɾiɲʊ
cara de can kaɾɐ ðekaŋ
cantaruxa kantaɾuʃɐ
covardía koβaɾðiɐ
cambela kambɛlɐ
degrao deɡɾaʊ̯
macelo maθelʊ
xugada ʃuɣaðɐ
rabiño do ollo raβiɲʊ ðoːʎɔ
acareo ɑkɑɾeʊ
cidadanía θið̞að̞aniɐ
esparexemento espaɾeʃementʊ
choupa t͡ʃowpɐ
mulido mulið̞ʊ
rabuña raβ̞uɲɐ
rexouba reʃowβɐ
rincho rinʲt͡ʃʊ
foucegata fowθeɣatɐ
arela aɾɛlɐ
obxectivo ɔbʃɛkt̪iβ̞ʊ
azaí aθai
inxenuo inʲʃenwʊ
chuvascada t͡ʃuβ̞as̺kɑð̞ɐ
chouparro t͡ʃowparʊ
lucerga luθɛɾɣa̝
lurcucú luɾkuku
estombo es̺t̪ombʊ
afixación afiks̺aθjoŋ
marea viva maɾeɐ β̞iβ̞ɐ
befre befɾɪ
cremalleira kɾemaɟejɾɐ
assimilaçom as̺imilaθoŋ
fondura fon̪d̪uɾɐ
colonizaçom kolɔniθaθoŋ
modificaçom mɔð̞ifikɑθoŋ
descolonizaçom d̪es̺kolɔniθaθoŋ
liberaçom liβ̞ɛɾaθoŋ
citoxenética θit̪ʊ ʃenɛt̪ikɐ
nacer do sol naθeɾ ðosol
chouteira t͡ʃowt̪ejɾɐ
educaçom eð̞ukɑθoŋ
faragato faɾɑɣ̞ɑt̪ʊ
beán beaŋ
trécola t̪ɾɛkolɐ
casiña kɑs̺iɲɐ
xete ʃetɪ
ovelleiro oβ̞eɟejɾʊ
peiteiro pejt̪ejɾʊ
comedeiro komeð̞ejɾʊ
carafuncho kɑɾafunʲt͡ʃʊ
merdeiro mɛɾð̞ejɾʊ
teaxe t̪ea̠ʃɪ
follaxe foʎaʃɪ
alcipreste ɑl̪θipɾɛs̺t̪ɪ
sabanduxa s̺aβ̞an̪d̪uʃɐ
meiró mejɾɔ
naturría nat̪uriɐ
barbuxa baɾβ̞uʃɐ
alcaiote ɑɫkɑjɔt̪ɪ
gurrias ɡurjas̺
cornixa koɾniʃɐ
libracións liβ̞ɾaθjoŋ
chafallada t͡ʃafaɟað̞ɐ
lavacús laβ̞ɑkus̺
retrama ret̪ɾamɐ
costureiriña kos̺t̪uɾejɾiɲɐ
óso maimiño ɔs̺ʊ ma̠jmĩɲʊ
casca maimiña kɑs̺kɐ ma̠jmĩɲɐ
cuspe de galiña kus̺pɪ ð̞ɪ ɣ̞ɑliɲɐ
ouxa owʃɐ
xersei ʃɛɾs̺ej
rabuñada raβ̞uɲað̞ɐ
zarapallada θaɾapaɟað̞ɐ
xostrada ʃos̺t̪ɾað̞ɐ
papamerda papamɛɾð̞ɐ
canfurna kɑɱfuɾnɐ
vergaza beɾɣ̞ɑθɐ
codorno koð̞oɾnʊ
zoncho θonʲt͡ʃʊ
