abdominales aβ̞ð̞ominales
galena ɡalena
palier paljeɾ
bolo bolo
bolo bolo
bolo bolo
bolo bolo
amo amo
erg eɾɣ̞
popper popeɾ
haiku ai̯ku
oboe oβ̞oe
lavabo laβ̞aβ̞o
pueblo pweβ̞lo
lar laɾ
playa plaʝa
bode boð̞e
coca koka
coca koka
coca koka
bate bat̪e
bate bat̪e
mucosa mukosa
canto kãn̪t̪o
canto kãn̪t̪o
pleura pleu̯ɾa
hub xaβ̞
puro puɾo
orate oɾat̪e
uremia uɾemja
rondo rõn̪d̪o
boa boa
rotor rot̪oɾ
fray fɾai̯
junta xũn̪t̪a
ibis iβ̞is
magma maɣ̞ma
mod moð̞
mod moð̞
cache kat͡ʃe
widget wiʝet̪
mambo mãmbo
serum seɾũm
junco xũŋko
junco xũŋko
pila pila
pila pila
wadi wað̞i
tapir t̪apiɾ
romano romano
tibia t̪iβ̞ja
samba sãmba
salina salina
sima sima
tic t̪ik
tensor t̪ẽnsoɾ
mica mika
calibre kaliβ̞ɾe
umbra ũmbɾa
umbra ũmbɾa
mir miɾ
ere eɾe
nave naβ̞e
labial laβ̞jal
iris iɾis
dictum d̪iɣ̞t̪ũm
gala ɡala
soma soma
soma soma
corona koɾona
corona koɾona
macho mat͡ʃo
macho mat͡ʃo
macho mat͡ʃo
chute t͡ʃut̪e
chute t͡ʃut̪e
clamor klamoɾ
tas t̪as
asexual aseɣ̞swal
fauna fau̯na
glamour ɡlamuɾ
hater ei̯t̪eɾ
diabetes d̪jaβ̞et̪es
pica pika
pica pika
meiosis mejosis
chef t͡ʃef
melodrama meloð̞ɾama
embargo ẽmbaɾɣ̞o
glitter ɡlit̪eɾ
relieve reljeβ̞e
rapper rapeɾ
mall mol
tapa t̪apa
rave rei̯β̞
stent st̪ẽn̪t̪
notebook noð̞β̞uk
siesta sjest̪a
raid rai̯ð̞
rally rali
suite swit̪e
vestal best̪al
saliva saliβ̞a
scout eskau̯t̪
verbena beɾβ̞ena
extra eɣ̞st̪ɾa
amnesia ãmnesja
operativo sisˌt̪ema opeɾat̪iβ̞o
valor baloɾ
capote kapot̪e
abigeato aβ̞ixeat̪o
copyleft kopileft̪
adularia að̞ulaɾja
bruja bɾuxa
punk pũŋk
mantilla mãn̪t̪iʝa
anomia anomja
ulna ulna
babi baβ̞i
colonia kolonja
colonia kolonja
offside ofsai̯ð̞
amárico amaɾiko
skate eskei̯t̪
auricular au̯ɾikulaɾ
macaco makako
track t̪ɾak
hipocresía ipokɾesia
repente repẽn̪t̪e
quiche kiʃ
iguana iɣ̞wana
vav baβ̞
motel mot̪el
sepultura sepul̪t̪uɾa
lighter lai̯t̪eɾ
dios d̪jos
progenitor pɾoxenit̪oɾ
pipi pipi
ansible ãnsiβ̞le
benefactor benefaɣ̞t̪oɾ
harina aɾina
supernova supeɾnoβ̞a
laguna laɣ̞una
slap eslap
funda fũn̪d̪a
nido nið̞o
adelantado að̞elãn̪t̪að̞o
clip klip
diablo d̪jaβ̞lo
cadáver kað̞aβ̞eɾ
piccolo pikolo
ratón rat̪õn
hueco w̝eko
squat skwat̪
borra bora
mato mat̪o
mujer muxeɾ
camión kamjõn
cuadrado kwað̞ɾað̞o
cholo t͡ʃolo
mineral mineɾal
blues blus
pivot piβ̞ot̪
cookie kuki
nova noβ̞a
adjetivo að̞xet̪iβ̞o
boliviano boliβ̞jano
gluon ɡlwõn
trigo t̪ɾiɣ̞o
marinero maɾineɾo
neutrino neu̯t̪ɾino
ente ẽn̪t̪e
mente mẽn̪t̪e
bingo bĩŋɡo
surf suɾf
gospel ɡospel
espanglés espãŋɡles
onda õn̪d̪a
karaoke kaɾaoke
biker bai̯keɾ
inseparable ĩnsepaɾaβ̞le
calendario kalẽn̪d̪aɾjo
vietnamita bjeð̞namit̪a
vietnamita bjeð̞namit̪a
blanco blãŋko
honor onoɾ
sacro sakɾo
trip t̪ɾip
shiitake ʃit̪ake
brunch bɾãnʲt͡ʃ
logo loɣ̞o
antónimo ãn̪t̪onimo
poli poli
poli poli
oda oð̞a
pedestal peð̞est̪al
noes noes
firma fiɾma
overol oβ̞eɾol
ley lei̯
nostalgia nost̪alxja
putsch put͡ʃ
shul ʃul
ketchup ket͡ʃup
gamba ɡãmba
gamba ɡãmba
shampoo ʃãmpu
popular populaɾ
reina rei̯na
tromba t̪ɾõmba
tío t̪io
dildo d̪il̪d̪o
tomboy t̪õmboi̯
alfabeto alfaβ̞et̪o
variante baɾjãn̪t̪e
éclair ekleɾ
yoruba ɟ͡ʝoɾuβ̞a
yoruba ɟ͡ʝoɾuβ̞a
fondant fõn̪d̪ãn̪t̪
río rio
factorial faɣ̞t̪oɾjal
castellano kast̪eʝano
castellano kast̪eʝano
castellano kast̪eʝano
castellano kast̪eʝano
director d̪iɾeɣ̞t̪oɾ
locus lokus
muro muɾo
rookie ruki
cojón koxõn
causa kau̯sa
causa kau̯sa
cana kana
cana kana
cana kana
cloche klot͡ʃe
inventor ĩmbẽn̪t̪oɾ
contable kõn̪t̪aβ̞le
enero eneɾo
isa isa
vaporetto bapoɾet̪o
ratio rat̪jo
salame salame
salame salame
comida komið̞a
lunes lunes
apartheid apaɾxei̯ð̞
martes maɾt̪es
tip t̪ip
torpedo t̪oɾpeð̞o
salami salami
sueco sweko
sueco sweko
brujo bɾuxo
agosto aɣ̞ost̪o
mayo maʝo
hecho et͡ʃo
pesto pest̪o
jeans ɟ͡ʝĩns
sushi suʃi
abril aβ̞ɾil
dealer d̪ileɾ
pinball pĩmbal
psoriasis soɾjasis
apóstrofo apost̪ɾofo
apóstrofe apost̪ɾofe
inspector ĩnspeɣ̞t̪oɾ
persona peɾsona
metate met̪at̪e
ferry feri
coco koko
coco koko
coco koko
pony poni
fi fi
iraquí iɾaki
pito pit̪o
descanso d̪eskãnso
dermis d̪eɾmis
charter t͡ʃaɾt̪eɾ
cargo kaɾɣ̞o
cargo kaɾɣ̞o
albedo alβ̞eð̞o
abreviatura aβ̞ɾeβ̞jat̪uɾa
sala sala
harissa xaɾisa
claymore klei̯moɾ
ladino lað̞ino
ladino lað̞ino
aroma aɾoma
oriental oɾjẽn̪t̪al
telefonista t̪elefonist̪a
svastika zβ̞ast̪ika
rector reɣ̞t̪oɾ
spa espa
horror oroɾ
hebreo eβ̞ɾeo
hebreo eβ̞ɾeo
dalle d̪aʝe
website weβ̞sai̯t̪
stream st̪ɾĩm
cristal kɾist̪al
begonia beɣ̞onja
caballo kaβ̞aʝo
bobo boβ̞o
fara faɾa
burka buɾka
anemone anemone
particular paɾt̪ikulaɾ
viola bjola
backgammon baɣ̞ɣ̞amõn
papers pei̯peɾs
fashion faʃjõn
dorsal d̪oɾsal
frontal fɾõn̪t̪al
tango t̪ãŋɡo
basta bast̪a
petunia pet̪unja
lintel lĩn̪t̪el
cul-de-sac ˌkul̪ ˌd̪e sak
familiar familjaɾ
arena aɾena
sitcom sið̞kõm
megapixel meɣ̞apiɣ̞sel
carnal kaɾnal
mangle mãŋɡle
burrito burit̪o
plus plus
foxtrot foɣ̞st̪ɾot̪
motor mot̪oɾ
devenir d̪eβ̞eniɾ
miles miles
comprador kõmpɾað̞oɾ
sierra sjera
salvia salβ̞ja
pixel piɣ̞sel
numen numẽn
mil mil
patio pat̪jo
pagoda paɣ̞oð̞a
stupa est̪upa
saudade sau̯ð̞að̞e
chipotle t͡ʃipot̪le
decreto d̪ekɾet̪o
este est̪e
barca baɾka
container kõn̪t̪ei̯neɾ
villa biʝa
baobab baoβ̞aβ̞
orbital oɾβ̞it̪al
editorial eð̞it̪oɾjal
editorial eð̞it̪oɾjal
enema enema
retina ret̪ina
futuro fut̪uɾo
total t̪ot̪al
status est̪at̪us
outfit au̯ð̞fit̪
sarcoma saɾkoma
barra bara
halitosis alit̪osis
necrosis nekɾosis
miss mis
anorexia anoɾeɣ̞sja
osteoporosis ost̪eopoɾosis
gula ɡula
logos loɣ̞os
melanoma melanoma
paprika papɾika
penal penal
aura au̯ɾa
aura au̯ɾa
epidermis epið̞eɾmis
praxis pɾaɣ̞sis
edema eð̞ema
cojones koxones
margarita maɾɣ̞aɾit̪a
margarita maɾɣ̞aɾit̪a
aerosol aeɾosol
dado d̪að̞o
chakra t͡ʃakɾa
nova ˌbosa noβ̞a
mandala mãn̪d̪ala
areno aɾeno
maraca maɾaka
climax klimaɣ̞s
bungalow bũŋɡalo
mentor mẽn̪t̪oɾ
quinoa kinoa
caldera kal̪d̪eɾa
bismuto bizmut̪o
boato boat̪o
dogma d̪oɣ̞ma
gaucho ɡau̯t͡ʃo
veranda beɾãn̪d̪a
alveolar alβ̞eolaɾ
barbo baɾβ̞o
diploma d̪iploma
orca oɾka
trauma t̪ɾau̯ma
paranoia paɾanoja
peyote peʝot̪e
blonda blõn̪d̪a
tabasco t̪aβ̞asko
gauchos ɡau̯t͡ʃos
chayote t͡ʃaʝot̪e
banda bãn̪d̪a
panorama panoɾama
yoga ɟ͡ʝoɣ̞a
tequila t̪ekila
alta al̪t̪a
bulo bulo
buco buko
bulbo bulβ̞o
cosmos kozmos
grande ɡɾãn̪d̪e
folk folk
basto bast̪o
periodo peɾjoð̞o
bufo bufo
bando bãn̪d̪o
bando bãn̪d̪o
bando bãn̪d̪o
sprint espɾĩn̪t̪
arteriosclerosis aɾt̪eɾjoskleɾosis
avara aβ̞aɾa
tv t̪eβ̞e
boli boli
tangerino t̪ãŋxeɾino
gerundio xeɾũn̪d̪jo
gentil xẽn̪t̪il
bordo boɾð̞o
post post̪
plebe pleβ̞e
plebe pleβ̞e
karma kaɾma
detritus d̪et̪ɾit̪us
puma puma
bruto bɾut̪o
troupe t̪ɾup
gin ɟ͡ʝĩn
patchwork pat͡ʃwoɾk
federal feð̞eɾal
comal komal
cloaca kloaka
mondo mõn̪d̪o
standing est̪ãn̪d̪ĩn
invite ĩmbit̪e
furor fuɾoɾ
fagot faɣ̞ot̪
rating rei̯t̪ĩn
podcast poð̞kast̪
mortis ˌriɣ̞oɾ moɾt̪is
naso naso
ángeles ãŋxeles
impeachment ĩmpit͡ʃmẽn̪t̪
hawaiano xawajano
hawaiano xawajano
italiana it̪aljana
problema pɾoβ̞lema
impresa ĩmpɾesa
sales sales
polio poljo
fiesta fjest̪a
sur suɾ
neurosis neu̯ɾosis
armadillo aɾmað̞iʝo
pastel past̪el
rai rai̯
fonema fonema
pita pit̪a
pita pit̪a
arsenal aɾsenal
titi t̪it̪i
piedad pjeð̞að̞
pongo põŋɡo
habitante aβ̞it̪ãn̪t̪e
árabe aɾaβ̞e
árabe aɾaβ̞e
avaro aβ̞aɾo
cartel kaɾt̪el
cartel kaɾt̪el
cascabel kaskaβ̞el
cascabel kaskaβ̞el
flora floɾa
caldo kal̪d̪o
nasa nasa
fondo fõn̪d̪o
walkman waɣ̞mãn
giro xiɾo
campus kãmpus
DJ ˌd̪e xot̪a
octavo oɣ̞t̪aβ̞o
territorio t̪erit̪oɾjo
judas xuð̞as
coy koi̯
haber aβ̞eɾ
fashionista faʃjonist̪a
casino kasino
spoiler spoi̯leɾ
chino t͡ʃino
chino t͡ʃino
chino t͡ʃino
chino t͡ʃino
chino t͡ʃino
chino t͡ʃino
habitué aβ̞it̪we
mamífero mamifeɾo
forma foɾma
roedor roeð̞oɾ
pena pena
cactus kaɣ̞t̪us
mina mina
mina mina
interlocutor ĩn̪t̪eɾlokut̪oɾ
cosa kosa
precursor pɾekuɾsoɾ
cartoon kaɾt̪ũn
boga boɣ̞a
boga boɣ̞a
boga boɣ̞a
boga boɣ̞a
flauta flau̯t̪a
ocular okulaɾ
yaro ɟ͡ʝaɾo
matemática mat̪emat̪ika
porte poɾt̪e
sereno seɾeno
sereno seɾeno
gabacho ɡaβ̞at͡ʃo
inglés ĩŋɡles
inglés ĩŋɡles
importe ĩmpoɾt̪e
angula ãŋɡula
dorso d̪oɾso
walkie-talkie ˌwoki t̪oki
voyeur bwaʝeɾ
absenta aβ̞sẽn̪t̪a
pose pose
ludo luð̞o
pomo pomo
plano plano
impasse ĩmpas
argento aɾxẽn̪t̪o
sheriff ʃeɾif
minuto minut̪o
ronda rõn̪d̪a
noto not̪o
noto not̪o
parto paɾt̪o
parto paɾt̪o
dinosaurio d̪inosau̯ɾjo
multa mul̪t̪a
tache t̪at͡ʃe
copia kopja
europeo eu̯ɾopeo
estudiante est̪uð̞jãn̪t̪e
lifestyle lai̯fest̪ai̯l
gluten ɡlut̪ẽn
mainframe mẽĩɱfɾẽĩm
roto rot̪o
elle eʝe
freestyle fɾist̪ai̯l
cheesecake t͡ʃiskei̯k
agar aɣ̞aɾ
taekwondo t̪ai̯kwõn̪d̪o
polvo polβ̞o
gol ɡol
birra bira
neta net̪a
mononucleosis mononukleosis
buena bwena
albumen alβ̞umẽn
oro oɾo
gore ɡoɾe
naco nako
respiro respiɾo
ovo oβ̞o
vaso baso
congeries kõŋxeɾjes
macro makɾo
cantina kãn̪t̪ina
arda aɾð̞a
tremor t̪ɾemoɾ
marea maɾea
bravura bɾaβ̞uɾa
memorial memoɾjal
debut d̪eβ̞u
ro ro
vulva bulβ̞a
anca ãŋka
rictus riɣ̞t̪us
anemia anemja
napalm napalm
sticker est̪ikeɾ
baño ˌkwaɾt̪o ð̞e β̞aɲo
cuenta kwẽn̪t̪a
salón salõn
niebla njeβ̞la
compost kõmpost̪
noche not͡ʃe
derecha d̪eɾet͡ʃa
disparate d̪ispaɾat̪e
dormitorio d̪oɾmit̪oɾjo
bowling bou̯lĩn
viejo bjexo
audio au̯ð̞jo
tiara t̪jaɾa
periquito peɾikit̪o
joven xoβ̞ẽn
malo malo
parking paɾkĩn
poste post̪e
vendetta bẽn̪d̪et̪a
tofu t̪ofu
presidents pɾesið̞ẽn̪t̪s
camilla kamiʝa
lesbiana lezβ̞jana
paragoge paɾaɣ̞oxe
altiplano al̪t̪iplano
pecadillo pekað̞iʝo
candado kãn̪d̪að̞o
delito d̪elit̪o
cohete koet̪e
bocadillo bokað̞iʝo
tackle t̪akle
guapo ɡwapo
maratón maɾat̪õn
tablet t̪aβ̞let̪
lota lot̪a
karate kaɾat̪e
insular ĩnsulaɾ
lógica loxika
elogio eloxjo
peche pet͡ʃe
clon klõn
clon klõn
cubrecama kuβ̞ɾekama
potasio pot̪asjo
lodo loð̞o
logística loxist̪ika
clavado klaβ̞að̞o
ayer aʝeɾ
desayuno d̪esaʝuno
mierda mjeɾð̞a
playback plei̯β̞ak
tranquillo t̪ɾãŋkiʝo
gaviota ɡaβ̞jot̪a
yedra ɟ͡ʝeð̞ɾa
yogui ɟ͡ʝoɣ̞i
yerno ɟ͡ʝeɾno
lógico loxiko
yesca ɟ͡ʝeska
yute ɟ͡ʝut̪e
yelmo ɟ͡ʝelmo
yogur ɟ͡ʝoɣ̞uɾ
yunque ɟ͡ʝũŋke
yodo ɟ͡ʝoð̞o
gradual ɡɾað̞wal
hambre ãmbɾe
milpa milpa
wapití wapit̪i
pájaro paxaɾo
coche kot͡ʃe
paño paɲo
utopía ut̪opia
xilófono silofono
yoduro ɟ͡ʝoð̞uɾo
wafle wafle
puño puɲo
usurero usuɾeɾo
yunta ɟ͡ʝũn̪t̪a
utensilio ut̪ẽnsiljo
yola ɟ͡ʝola
xenón senõn
pecado pekað̞o
yerro ɟ͡ʝero
útero ut̪eɾo
yugoslavo ɟ͡ʝuɣ̞oslaβ̞o
utilidad ut̪ilið̞að̞
usuario uswaɾjo
yeso ɟ͡ʝeso
yugo ɟ͡ʝuɣ̞o
yucateco ɟ͡ʝukat̪eko
suerte sweɾt̪e
urbanidad uɾβ̞anið̞að̞
yegua ɟ͡ʝeɣ̞wa
mañana maɲana
mañana maɲana
uapití wapit̪i
yermo ɟ͡ʝeɾmo
bróculi bɾokuli
brécol bɾekol
usurpador usuɾpað̞oɾ
urdimbre uɾð̞ĩmbɾe
ualabí walaβ̞i
ubicuidad uβ̞ikwið̞að̞
vaquero bakeɾo
campana kãmpana
uranio uɾanjo
angina ãŋxina
muerte mweɾt̪e
urogallo uɾoɣ̞aʝo
urraca uraka
ubre uβ̞ɾe
yarda ɟ͡ʝaɾð̞a
utilitario ut̪ilit̪aɾjo
urbe uɾβ̞e
yate ɟ͡ʝat̪e
ultimátum ul̪t̪imat̪ũm
uretra uɾet̪ɾa
yugular ɟ͡ʝuɣ̞ulaɾ
xenofobia senofoβ̞ja
yuca ɟ͡ʝuka
unanimidad unanimið̞að̞
yoyo ɟ͡ʝoʝo
riso riso
mentira mẽn̪t̪iɾa
urticaria uɾt̪ikaɾja
urinario uɾinaɾjo
vivir biβ̞iɾ
yemenita ɟ͡ʝemenit̪a
caja kaxa
ultramar ul̪t̪ɾamaɾ
quarterback kwaɾt̪eɾβ̞ak
curva kuɾβ̞a
riesgo rjezɣ̞o
xenófobo senofoβ̞o
ultraje ul̪t̪ɾaxe
universidad uniβ̞eɾsið̞að̞
usura usuɾa
paloma paloma
mentiroso mẽn̪t̪iɾoso
uruguayo uɾuɣ̞waʝo
umbral ũmbɾal
rancho rãnʲt͡ʃo
campo kãmpo
flows flows
bartender ˌbaɾt̪ẽn̪d̪eɾ
universo uniβ̞eɾso
chulo t͡ʃulo
yema ɟ͡ʝema
ultra ul̪t̪ɾa
tes t̪es
ábaco aβ̞ako
breakdance bɾei̯ɣ̞ð̞ãns
abadía aβ̞að̞ia
abadesa aβ̞að̞esa
nitrógeno nit̪ɾoxeno
oxígeno oɣ̞sixeno
hidrógeno ið̞ɾoxeno
escandio eskãn̪d̪jo
manganeso mãŋɡaneso
berilio beɾiljo
vanadio banað̞jo
helio eljo
teluro t̪eluɾo
sodio soð̞jo
itrio it̪ɾjo
selenio selenjo
paladio palað̞jo
volframio bolfɾamjo
galio ɡaljo
lantano lãn̪t̪ano
tantalio t̪ãn̪t̪aljo
rutenio rut̪enjo
molibdeno moliβ̞ð̞eno
germanio xeɾmanjo
litio lit̪jo
niobio njoβ̞jo
séptimo seβ̞t̪imo
rubidio ruβ̞ið̞jo
aluminio aluminjo
hafnio avnjo
argón aɾɣ̞õn
renio renjo
prometio pɾomet̪jo
neodimio neoð̞imjo
actinio aɣ̞t̪injo
magnesio maɣ̞nesjo
radón rað̞õn
praseodimio pɾaseoð̞imjo
iterbio it̪eɾβ̞jo
osmio ozmjo
uña uɲa
protactinio pɾot̪aɣ̞t̪injo
einstenio ẽĩnst̪enjo
iridio iɾið̞jo
europio eu̯ɾopjo
mercurio meɾkuɾjo
flúor fluoɾ
holmio olmjo
tulio t̪uljo
torio t̪oɾjo
terbio t̪eɾβ̞jo
gadolinio ɡað̞olinjo
seaborgio seaβ̞oɾxjo
erbio eɾβ̞jo
bohrio boɾjo
maldito mal̪d̪it̪o
meitnerio mei̯ð̞neɾjo
neptunio neβ̞t̪unjo
bario baɾjo
plutonio plut̪onjo
universitario uniβ̞eɾsit̪aɾjo
dubnio d̪uβ̞njo
berkelio beɾkeljo
nobelio noβ̞eljo
mendelevio mẽn̪d̪eleβ̞jo
fermio feɾmjo
cadmio kað̞mjo
polonio polonjo
ucraniano ukɾanjano
ucraniano ukɾanjano
primero pɾimeɾo
cabales kaβ̞ales
titanio t̪it̪anjo
iodo ɟ͡ʝoð̞o
hierro ɟ͡ʝero
arsénico aɾseniko
neón neõn
cloro kloɾo
cobalto koβ̞al̪t̪o
urna uɾna
fósforo fosfoɾo
plomo plomo
vista bist̪a
astato ast̪at̪o
carbono kaɾβ̞ono
sudoku suð̞oku
estaño est̪aɲo
limbo lĩmbo
uso uso
verde beɾð̞e
identikit ið̞ẽn̪t̪ikit̪
talio t̪aljo
noveno noβ̞eno
californio kalifoɾnjo
californio kalifoɾnjo
afer afeɾ
platino plat̪ino
bromo bɾomo
bromo bɾomo
pubis puβ̞is
lector leɣ̞t̪oɾ
lector leɣ̞t̪oɾ
monokini monokini
picnic piɣ̞nik
samario samaɾjo
samario samaɾjo
pronombre pɾonõmbɾe
ping-pong pĩmpõn
superego supeɾeɣ̞o
seller best̪seleɾ
cobre koβ̞ɾe
baile bai̯le
resto rest̪o
boro boɾo
corto koɾt̪o
corto koɾt̪o
corto koɾt̪o
corto koɾt̪o
cuarto kwaɾt̪o
symbol ˌseɣ̞s sĩmbol
proteinuria pɾot̪ei̯nuɾja
bestseller best̪seleɾ
odio oð̞jo
cromo kɾomo
cromo kɾomo
indio ĩn̪d̪jo
indio ĩn̪d̪jo
sexto seɣ̞st̪o
oso oso
prima pɾima
prima pɾima
mural muɾal
fumo fumo
bikini bikini
rosbif rozβ̞if
industria ĩn̪d̪ust̪ɾja
elles eʝes
breakfast ˌbeð̞ ˌãm bɾei̯ɣ̞fast̪
banco bãŋko
patente pat̪ẽn̪t̪e
tandem t̪ãn̪d̪ẽn
mastitis mast̪it̪is
gusto ɡust̪o
carne ˌt͡ʃili kõŋ kaɾne
abogada aβ̞oɣ̞að̞a
episodio episoð̞jo
medley með̞lei̯
marshmallow maɾʃmalo
tragedia t̪ɾaxeð̞ja
poso poso
machismo mat͡ʃizmo
postal post̪al
ternero t̪eɾneɾo
piropo piɾopo
valle baʝe
bastardo bast̪aɾð̞o
pene pene
pene pene
parte paɾt̪e
parte paɾt̪e
minera mineɾa
mish miʃ
piercing piɾsĩn
corbata koɾβ̞at̪a
quesadilla kesað̞iʝa
vacuno bakuno
guante ɡwãn̪t̪e
primo pɾimo
primo pɾimo
primo pɾimo
brillante bɾiʝãn̪t̪e
polis polis
polis polis
ñapa ɲapa
ñame ɲame
hablador aβ̞lað̞oɾ
pingas pĩŋɡas
epistaxis epist̪aɣ̞sis
traje t̪ɾaxe
élite elit̪e
fortuna foɾt̪una
vacante bakãn̪t̪e
presente pɾesẽn̪t̪e
matemáticas mat̪emat̪ikas
matemáticas mat̪emat̪ikas
lagosta laɣ̞ost̪a
expertise eɣ̞speɾt̪is
número numeɾo
monopolio monopoljo
remuda remuð̞a
convertible kõmbeɾt̪iβ̞le
ropa ropa
shorts ʃoɾð̞s
chili t͡ʃili
abrir aβ̞ɾiɾ
transistor t̪ɾãnsist̪oɾ
vaca baka
dog ˌxoð̞ ð̞oɣ̞
genital xenit̪al
ringtone rĩn̪t̪õn
trivia t̪ɾiβ̞ja
andas ãn̪d̪as
sábalo saβ̞alo
sábana saβ̞ana
sabelotodo saβ̞elot̪oð̞o
factoría faɣ̞t̪oɾia
sabotaje saβ̞ot̪axe
saboteador saβ̞ot̪eað̞oɾ
caballa kaβ̞aʝa
sacacorchos sakakoɾt͡ʃos
sabandija saβ̞ãn̪d̪ixa
fábrica faβ̞ɾika
pair o peɾ
jabalí xaβ̞ali
jaiba xai̯β̞a
airbag ai̯ɾβ̞aɣ̞
sabiduría saβ̞ið̞uɾia
jabón xaβ̞õn
arte aɾt̪e
jamelgo xamelɣ̞o
jaqueca xakeka
jardinería xaɾð̞ineɾia
jarrón xarõn
jején xexẽn
jauría xau̯ɾia
jacal xakal
sabana saβ̞ana
jícama xikama
jilguero xilɣ̞eɾo
jadeo xað̞eo
jarana xaɾana
jitomate xit̪omat̪e
jolgorio xolɣ̞oɾjo
jofaina xofai̯na
jardinero xaɾð̞ineɾo
jalbegue xalβ̞eɣ̞e
jarabe xaɾaβ̞e
jefatura xefat̪uɾa
jornalero xoɾnaleɾo
jamón xamõn
jeque xeke
jovialidad xoβ̞jalið̞að̞
jerarquía xeɾaɾkia
jonrón xõnrõn
jinete xinet̪e
jícara xikaɾa
jabalina xaβ̞alina
jabalina xaβ̞alina
jirón xiɾõn
jugosidad xuɣ̞osið̞að̞
jengibre xẽŋxiβ̞ɾe
juguetería xuɣ̞et̪eɾia
jaspe xaspe
juguete xuɣ̞et̪e
jardín xaɾð̞ĩn
jalón xalõn
jalón xalõn
jubileo xuβ̞ileo
juanete xwanet̪e
jeringa xeɾĩŋɡa
alfa alfa
jarrete xaret̪e
jalea xalea
junquillo xũŋkiʝo
jugarreta xuɣ̞aret̪a
condena kõn̪d̪ena
juerga xweɾɣ̞a
juglar xuɣ̞laɾ
jibia xiβ̞ja
judaísmo xuð̞aizmo
jerbo xeɾβ̞o
blockbuster bloɣ̞β̞ast̪eɾ
jungla xũŋɡla
septiembre seβ̞t̪jẽmbɾe
jarro xaro
jerga xeɾɣ̞a
jerga xeɾɣ̞a
júbilo xuβ̞ilo
jeroglífico xeɾoɣ̞lifiko
noviembre noβ̞jẽmbɾe
joroba xoɾoβ̞a
febrero feβ̞ɾeɾo
octubre oɣ̞t̪uβ̞ɾe
joya xoʝa
elemento elemẽn̪t̪o
jesuita xeswit̪a
jugador xuɣ̞að̞oɾ
fusible fusiβ̞le
jaula xau̯la
junio xunjo
jaleo xaleo
jirafa xiɾafa
joyero xoʝeɾo
joyero xoʝeɾo
jefe xefe
jaca xaka
juego xweɣ̞o
juventud xuβ̞ẽn̪t̪uð̞
justificante xust̪ifikãn̪t̪e
cadena kað̞ena
judía xuð̞ia
judía xuð̞ia
jorobado xoɾoβ̞að̞o
judío xuð̞io
jornal xoɾnal
juntura xũn̪t̪uɾa
jíbaro xiβ̞aɾo
jíbaro xiβ̞aɾo
jaque xake
jarra xara
ñoñería ɲoɲeɾia
sabor saβ̞oɾ
quebrantamiento keβ̞ɾãn̪t̪amjẽn̪t̪o
cringe kɾĩnʲt͡ʃ
jamba xãmba
jamaicano xamai̯kano
quejido kexið̞o
sabio saβ̞jo
quesería keseɾia
queroseno keɾoseno
quemadura kemað̞uɾa
muñeco muɲeko
jugada xuɣ̞að̞a
quebranto keβ̞ɾãn̪t̪o
quietud kjet̪uð̞
década d̪ekað̞a
querubín keɾuβ̞ĩn
quijada kixað̞a
jeta xet̪a
jeta xet̪a
gallina ɡaʝina
ñoño ɲoɲo
quiebra kjeβ̞ɾa
jornada xoɾnað̞a
quinqué kĩŋke
quirófano kiɾofano
cripto kɾiβ̞t̪o
quitasol kit̪asol
quimioterapia kimjot̪eɾapja
quingombó kĩŋɡõmbo
oeste oest̪e
quema kema
quemador kemað̞oɾ
quebracho keβ̞ɾat͡ʃo
quórum kwoɾũm
quitanieves kit̪anjeβ̞es
julio xuljo
julio xuljo
queja kexa
quiniela kinjela
quinteto kĩn̪t̪et̪o
jubilado xuβ̞ilað̞o
verdadero beɾð̞að̞eɾo
quiste kist̪e
siglo siɣ̞lo
divertimento d̪iβ̞eɾt̪imẽn̪t̪o
divertimento d̪iβ̞eɾt̪imẽn̪t̪o
justa xust̪a
quiosco kjosko
quincuagésimo kĩŋkwaxesimo
ñoquis ɲokis
quisquilloso kiskiʝoso
quena kena
wolframio bolfɾamjo
esposas esposas
tungsteno t̪ũnst̪eno
quiteño kit̪eɲo
equino ekino
equino ekino
querella keɾeʝa
verdad beɾð̞að̞
papel papel
esposo esposo
norte noɾt̪e
quimera kimeɾa
jugo xuɣ̞o
testes t̪est̪es
marido maɾið̞o
esposa esposa
quilate kilat̪e
sable saβ̞le
sable saβ̞le
quebrado keβ̞ɾað̞o
pago paɣ̞o
pago paɣ̞o
ñu ɲu
boba boβ̞a
boba boβ̞a
querido keɾið̞o
quebrada keβ̞ɾað̞a
solar solaɾ
clandestino klãn̪d̪est̪ino
orbicular oɾβ̞ikulaɾ
megabyte meɣ̞aβ̞ai̯t̪
mani mani
químico kimiko
quintal kĩn̪t̪al
afro afɾo
vida bið̞a
pedal peð̞al
palo palo
meta met̪a
meta met̪a
vago baɣ̞o
vago baɣ̞o
multimedia mul̪t̪imeð̞ja
vaga baɣ̞a
química kimika
química kimika
ardor aɾð̞oɾ
quinta kĩn̪t̪a
ama ama
riel rjel
prieta pɾjet̪a
gadget ɡaʝet̪
focaccia fokat͡ʃa
groove ɡɾuβ̞
jota xot̪a
jota xot̪a
jota xot̪a
bases bases
amate amat̪e
cas kas
ñor ɲoɾ
nevera neβ̞eɾa
dolina d̪olina
tomo t̪omo
botella bot̪eʝa
